threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>50,ssp245,2071,71,16,61,31,9,37,43,31,2,11,57,42,16,59,35,14,6,8,32,42,70,15,60,29,8,34,39,30,2,11,56,40,16,59,35,14,6,8,31,42,14,3,13,5,2,7,9,5,1,5,9,7,3,9,5,4,3,1,6,6,12,7,14,13,5,13,9,8,2,3,12,12,10,11,21,6,2,8,8,12,5.0,5.0,4.62,5.8,4.0,4.86,4.33,6.0,2.0,2.2,6.22,5.71,5.33,6.56,7.0,3.5,2.0,8.0,5.17,7.0,31.15,31.5,7.800000000000001,59.2,30.25,30.5,7.800000000000001,59.1,5.85,5.0,1.9000000000000001,9.400000000000006,9.4,9.5,2.9000000000000004,13.100000000000001,5.015,5.085,2.18,7.0
rzsm>0.9_pr>50,ssp245,2072,47,49,37,62,0,38,0,2,27,23,65,39,42,41,4,69,23,46,9,4,45,48,37,62,0,37,0,2,25,22,64,36,39,40,3,69,23,44,7,3,7,8,7,11,0,8,0,1,5,7,10,7,9,7,1,11,3,9,2,1,22,13,10,14,0,10,0,2,9,5,12,7,6,13,3,11,15,10,4,3,6.43,6.0,5.29,5.64,0.0,4.62,0.0,2.0,5.0,3.14,6.4,5.14,4.33,5.71,3.0,6.27,7.67,4.89,3.5,3.0,31.35,37.5,1.8000000000000003,62.300000000000004,30.3,36.5,1.8000000000000003,62.2,5.7,7.0,0.9000000000000001,10.100000000000001,8.45,9.5,1.8000000000000003,14.100000000000001,4.4015,4.945,1.8000000000000003,6.4030000000000005
rzsm>0.9_pr>50,ssp245,2073,23,22,55,54,0,34,17,9,11,17,18,57,18,66,72,52,42,10,19,38,20,22,55,52,0,33,15,9,10,16,18,56,17,63,71,52,39,7,19,36,5,5,9,10,0,7,4,2,3,4,3,7,4,11,7,6,9,2,5,8,8,8,15,8,0,7,5,5,4,5,12,30,7,12,40,26,11,5,6,8,4.0,4.4,6.11,5.2,0.0,4.71,3.75,4.5,3.33,4.0,6.0,8.0,4.25,5.73,10.14,8.67,4.33,3.5,3.8,4.5,31.7,22.5,9.9,57.90000000000001,30.5,21.0,8.8,56.70000000000001,5.55,5.0,2.0,9.100000000000001,11.1,8.0,4.9,26.400000000000006,4.946,4.45,3.483,8.067
rzsm>0.9_pr>50,ssp245,2074,7,10,8,70,0,29,12,3,39,16,0,58,54,51,35,4,37,13,27,7,6,10,8,69,0,27,12,3,39,16,0,54,53,51,33,3,34,13,26,6,3,2,2,10,0,6,4,1,8,4,0,8,8,9,7,1,8,2,4,1,2,6,4,19,0,7,5,3,8,6,0,14,14,20,6,3,11,8,12,6,2.0,5.0,4.0,6.9,0.0,4.5,3.0,3.0,4.88,4.0,0.0,6.75,6.62,5.67,4.71,3.0,4.25,6.5,6.5,6.0,24.0,14.5,2.7,54.400000000000006,23.15,14.5,2.7,53.1,4.4,4.0,0.9000000000000001,8.100000000000001,7.7,6.0,1.8000000000000003,14.500000000000007,4.364,4.605,1.8000000000000003,6.633
rzsm>0.9_pr>50,ssp245,2075,15,37,57,53,0,16,9,13,21,52,30,7,66,44,25,17,15,0,18,51,15,37,57,53,0,14,6,13,19,51,29,6,65,43,24,16,15,0,16,50,3,7,9,8,0,4,2,5,6,5,7,1,5,6,5,3,3,0,3,9,7,10,17,13,0,7,4,4,4,23,11,6,30,17,9,7,10,0,7,9,5.0,5.29,6.33,6.62,0.0,3.5,3.0,2.6,3.17,10.2,4.14,6.0,13.0,7.17,4.8,5.33,5.0,0.0,5.33,5.56,27.3,19.5,6.300000000000001,53.400000000000006,26.45,17.5,5.4,53.400000000000006,4.55,5.0,0.9000000000000001,8.100000000000001,9.75,8.0,3.6000000000000005,17.60000000000001,5.101999999999999,5.145,2.3400000000000003,7.473000000000004
rzsm>0.9_pr>50,ssp245,2076,11,66,27,46,2,14,25,15,17,27,8,16,21,55,57,35,14,12,0,0,11,65,26,44,2,13,25,15,16,26,6,13,19,53,55,35,14,10,0,0,2,14,6,8,1,2,5,3,5,5,1,4,4,7,7,7,5,3,0,0,7,15,6,12,2,10,10,11,5,10,6,4,8,15,14,11,6,6,0,0,5.5,4.64,4.33,5.5,2.0,6.5,5.0,5.0,3.2,5.2,6.0,3.25,4.75,7.57,7.86,5.0,2.8,3.33,0.0,0.0,23.4,16.5,1.8000000000000003,55.2,22.4,15.5,1.8000000000000003,53.2,4.45,4.5,0.9000000000000001,7.100000000000001,7.9,7.5,1.8000000000000003,14.100000000000001,4.371499999999999,4.875,1.8000000000000003,6.607000000000002
rzsm>0.9_pr>50,ssp245,2077,40,17,25,7,0,15,22,17,7,15,16,28,3,6,17,77,19,28,9,2,39,14,24,6,0,14,22,17,6,15,15,28,2,6,16,77,18,28,9,2,7,5,4,2,0,4,3,3,2,3,5,7,1,2,2,9,6,6,2,1,9,5,9,4,0,5,13,7,4,6,4,8,2,3,9,17,6,11,5,2,5.57,2.8,6.0,3.0,0.0,3.5,7.33,5.67,3.0,5.0,3.0,4.0,2.0,3.0,8.0,8.56,3.0,4.67,4.5,2.0,18.5,16.5,2.9000000000000004,29.200000000000017,17.9,15.0,2.0,29.100000000000016,3.7,3.0,1.0,7.0,6.45,5.5,2.0,11.200000000000003,4.23,3.75,2.0,7.397000000000001
rzsm>0.9_pr>50,ssp245,2078,5,7,10,36,0,18,6,39,32,26,17,14,51,4,66,33,52,50,18,6,5,7,10,33,0,18,6,39,31,24,17,12,50,4,66,33,51,47,17,6,2,2,2,7,0,4,2,3,5,5,5,4,8,2,9,6,6,9,3,3,3,5,8,9,0,7,4,31,8,11,6,4,12,2,21,11,20,12,9,2,2.5,3.5,5.0,4.71,0.0,4.5,3.0,13.0,6.2,4.8,3.4,3.0,6.25,2.0,7.33,5.5,8.5,5.22,5.67,2.0,24.5,18.0,4.9,51.1,23.8,17.5,4.9,50.1,4.35,4.0,2.0,8.100000000000001,9.25,8.0,2.0,20.1,4.804,4.755,2.0,7.447000000000002
rzsm>0.9_pr>50,ssp245,2079,43,32,38,63,0,29,17,8,45,8,46,42,13,50,22,0,17,49,16,5,41,31,38,61,0,27,16,8,44,7,44,40,13,49,19,0,15,48,16,5,10,5,3,9,0,6,3,2,7,3,7,10,3,10,5,0,3,7,3,2,6,8,31,14,0,9,6,4,16,3,16,7,5,9,6,0,8,21,7,3,4.1,6.2,12.67,6.78,0.0,4.5,5.33,4.0,6.29,2.33,6.29,4.0,4.33,4.9,3.8,0.0,5.0,6.86,5.33,2.5,27.15,25.5,4.500000000000001,49.1,26.1,23.0,4.500000000000001,48.1,4.9,4.0,1.8000000000000003,10.0,8.95,7.0,2.7,16.500000000000007,4.7604999999999995,4.7,2.0970000000000004,6.788
rzsm>0.9_pr>50,ssp245,2080,48,17,17,69,2,27,34,31,2,27,74,41,14,63,11,16,45,57,2,2,48,15,15,67,2,27,33,30,2,26,73,39,14,63,11,12,44,57,2,2,9,2,3,14,1,5,5,5,1,7,12,8,5,12,2,3,9,7,1,1,14,11,7,10,2,8,11,11,2,5,11,9,5,11,7,5,10,16,2,2,5.33,7.5,5.0,4.79,2.0,5.4,6.6,6.0,2.0,3.71,6.08,4.88,2.8,5.25,5.5,4.0,4.89,8.14,2.0,2.0,29.95,27.0,2.0,63.60000000000001,29.1,26.5,2.0,63.400000000000006,5.6,5.0,1.0,12.0,7.95,8.5,2.0,11.300000000000004,4.6935,4.945,2.0,6.690000000000001
rzsm>0.9_pr>50,ssp245,2081,25,34,9,90,2,12,23,36,46,11,45,21,51,11,124,63,12,13,0,14,24,34,9,90,2,12,23,35,45,9,45,21,51,10,120,63,12,13,0,14,4,5,2,17,1,3,8,7,10,3,3,4,10,2,15,13,2,4,0,4,7,16,5,13,2,6,4,7,8,4,25,8,16,7,45,10,9,5,0,6,6.0,6.8,4.5,5.29,2.0,4.0,2.88,5.0,4.5,3.0,15.0,5.25,5.1,5.0,8.0,4.85,6.0,3.25,0.0,3.5,32.1,22.0,8.3,65.70000000000005,31.6,22.0,8.3,65.70000000000005,5.85,4.0,1.9000000000000001,13.200000000000003,10.15,7.0,3.8000000000000003,16.900000000000013,4.9959999999999996,4.925,2.792,6.920000000000002
rzsm>0.9_pr>50,ssp245,2082,64,25,12,62,5,47,29,3,19,20,11,14,63,1,91,15,1,10,31,28,64,24,10,62,5,45,26,2,19,17,9,12,62,0,91,14,0,7,31,27,13,5,4,8,2,16,5,1,5,4,2,4,8,0,12,2,0,1,7,8,13,13,3,17,3,5,10,2,6,8,7,5,22,0,15,8,0,7,8,5,4.92,4.8,2.5,7.75,2.5,2.81,5.2,2.0,3.8,4.25,4.5,3.0,7.75,0.0,7.58,7.0,0.0,7.0,4.43,3.38,27.55,19.5,2.8000000000000003,63.1,26.35,18.0,1.8000000000000003,62.2,5.35,4.5,0.9000000000000001,12.100000000000001,7.85,7.0,1.8000000000000003,15.200000000000003,4.2585,4.34,1.8000000000000003,7.597
rzsm>0.9_pr>50,ssp245,2083,68,13,20,38,0,43,6,15,11,11,49,2,45,67,96,14,2,23,16,21,65,12,20,37,0,41,6,15,10,11,46,2,42,67,93,14,2,22,15,21,12,2,5,7,0,5,2,5,3,3,6,1,7,8,9,3,1,2,3,5,9,7,6,13,0,14,4,6,5,7,12,2,14,23,45,6,2,19,8,6,5.42,6.0,4.0,5.29,0.0,8.2,3.0,3.0,3.33,3.67,7.67,2.0,6.0,8.38,10.33,4.67,2.0,11.0,5.0,4.2,28.0,18.0,2.0,67.1,27.05,17.5,2.0,65.2,4.45,4.0,1.0,8.100000000000001,10.4,7.0,2.0,19.400000000000006,5.1579999999999995,4.835,2.0,8.575000000000003
rzsm>0.9_pr>50,ssp245,2084,21,32,52,37,0,30,37,66,11,15,24,36,83,31,13,55,43,18,9,10,21,29,50,34,0,30,35,65,8,14,24,34,80,29,11,53,40,18,8,7,5,5,8,10,0,5,7,11,3,3,4,8,8,6,2,9,10,3,2,2,7,14,8,6,0,9,14,15,3,7,8,9,48,7,9,11,8,8,6,5,4.2,5.8,6.25,3.4,0.0,6.0,5.0,5.91,2.67,4.67,6.0,4.25,10.0,4.83,5.5,5.89,4.0,6.0,4.0,3.5,31.15,30.5,9.9,56.100000000000016,29.5,29.0,7.9,54.20000000000002,5.55,5.0,2.0,10.0,10.1,8.0,4.800000000000001,14.100000000000001,4.8935,4.915,3.327,6.025
rzsm>0.9_pr>50,ssp245,2085,6,24,35,17,10,30,49,12,45,43,58,28,49,27,10,36,20,1,36,29,5,24,33,17,9,29,49,12,45,42,57,27,49,25,10,35,19,0,36,28,2,5,6,4,3,6,9,3,7,7,10,6,8,6,1,5,5,0,8,5,3,12,8,6,4,7,10,7,10,13,13,10,23,6,10,11,5,0,9,9,2.5,4.8,5.5,4.25,3.0,4.83,5.44,4.0,6.43,6.0,5.7,4.5,6.12,4.17,10.0,7.0,3.8,0.0,4.5,5.6,28.25,28.5,9.600000000000001,49.0,27.55,27.5,8.600000000000001,49.0,5.3,5.5,1.9000000000000001,8.100000000000001,8.8,9.0,3.9000000000000004,13.0,4.907,4.8149999999999995,2.95,6.487000000000001
rzsm>0.9_pr>50,ssp245,2086,22,41,26,20,0,9,78,1,35,43,61,40,34,14,0,19,4,37,21,45,17,40,25,19,0,9,77,0,34,41,59,39,34,11,0,19,4,35,20,44,3,9,5,5,0,1,14,0,10,8,11,7,6,2,0,4,1,7,4,8,9,7,9,5,0,9,12,0,7,10,14,8,9,7,0,7,4,9,7,10,5.67,4.44,5.0,3.8,0.0,9.0,5.5,0.0,3.4,5.12,5.36,5.57,5.67,5.5,0.0,4.75,4.0,5.0,5.0,5.5,27.5,24.0,0.9000000000000001,46.60000000000002,26.35,22.5,0.0,45.50000000000002,5.25,5.0,0.0,10.100000000000001,7.15,7.5,0.0,10.200000000000003,4.414,5.0,0.0,5.67
rzsm>0.9_pr>50,ssp245,2087,18,46,25,84,2,0,4,27,57,14,35,20,101,60,5,26,15,16,6,13,17,43,22,83,0,0,4,26,55,13,32,19,99,60,5,24,14,14,6,12,3,6,6,12,0,0,2,7,10,3,6,6,13,8,2,6,4,3,2,2,7,12,7,25,0,0,2,7,10,5,8,5,22,17,3,6,5,6,3,8,5.67,7.17,3.67,6.92,0.0,0.0,2.0,3.71,5.5,4.33,5.33,3.17,7.62,7.5,2.5,4.0,3.5,4.67,3.0,6.0,28.7,19.0,3.8000000000000003,62.400000000000034,27.4,18.0,3.6000000000000005,62.30000000000003,5.05,5.0,1.8000000000000003,10.200000000000003,7.9,6.5,1.8000000000000003,17.500000000000007,4.313000000000001,4.165,1.8000000000000003,7.203
rzsm>0.9_pr>50,ssp245,2088,26,66,11,28,4,36,19,29,65,4,56,30,57,52,57,37,18,0,24,2,23,64,9,28,3,34,19,29,64,4,56,30,55,51,55,37,17,0,24,2,6,8,2,5,1,9,4,6,11,1,9,4,10,10,8,5,5,0,5,1,7,23,7,8,3,10,7,8,11,4,17,18,11,11,14,17,4,0,7,2,3.83,8.0,4.5,5.6,3.0,3.78,4.75,4.83,5.82,4.0,6.22,7.5,5.5,5.1,6.88,7.4,3.4,0.0,4.8,2.0,31.05,28.5,3.8000000000000003,57.80000000000001,30.2,28.5,2.9000000000000004,56.80000000000001,5.5,5.0,1.0,10.0,9.45,8.0,2.9000000000000004,17.1,4.8454999999999995,4.8149999999999995,2.9000000000000004,7.41
rzsm>0.9_pr>50,ssp245,2089,28,44,0,72,2,25,4,39,57,74,44,81,108,31,47,8,54,37,18,8,23,44,0,70,2,23,4,36,57,72,44,77,102,30,46,7,53,33,16,8,5,8,0,12,1,6,1,6,9,12,7,9,13,8,6,2,8,8,5,1,7,14,0,13,2,7,4,14,13,10,12,17,19,7,16,4,22,9,5,8,4.6,5.5,0.0,5.83,2.0,3.83,4.0,6.0,6.33,6.0,6.29,8.56,7.85,3.75,7.67,3.5,6.62,4.12,3.2,8.0,39.05,38.0,3.8000000000000003,74.70000000000002,37.35,34.5,3.8000000000000003,72.5,6.35,6.5,1.0,12.0,10.15,9.5,3.8000000000000003,17.200000000000003,5.1825,5.665,3.0800000000000005,7.865
rzsm>0.9_pr>50,ssp245,2090,68,16,31,30,0,20,24,35,31,8,25,39,29,24,68,32,21,24,11,40,68,14,31,30,0,20,24,34,28,5,20,37,25,24,63,31,19,24,11,38,8,3,6,7,0,6,6,7,5,2,5,8,4,4,11,6,5,6,3,4,18,6,9,10,0,6,7,11,10,3,6,9,10,11,13,7,9,7,5,26,8.5,4.67,5.17,4.29,0.0,3.33,4.0,4.86,5.6,2.5,4.0,4.62,6.25,6.0,5.73,5.17,3.8,4.0,3.67,9.5,28.8,27.0,10.700000000000001,42.80000000000004,27.3,24.5,10.4,40.500000000000036,5.3,5.5,2.9000000000000004,8.0,9.15,9.0,4.800000000000001,13.500000000000007,4.7829999999999995,4.645,3.2470000000000003,6.475000000000003
rzsm>0.9_pr>50,ssp245,2091,14,13,3,19,0,17,16,26,53,61,47,43,76,22,0,32,35,50,43,11,13,10,3,18,0,16,14,25,49,60,46,43,75,21,0,29,33,49,41,10,4,1,1,4,0,4,3,4,7,7,10,6,9,3,0,8,6,10,4,4,5,10,3,6,0,5,8,12,12,18,11,18,33,9,0,10,8,9,18,3,3.25,10.0,3.0,4.5,0.0,4.0,4.67,6.25,7.0,8.57,4.6,7.17,8.33,7.0,0.0,3.62,5.5,4.9,10.25,2.5,29.05,24.0,2.7,53.80000000000001,27.75,23.0,2.7,50.100000000000016,4.75,4.0,0.9000000000000001,9.100000000000001,9.9,9.0,2.7,18.0,5.2555000000000005,4.785,2.2500000000000004,8.713000000000003
rzsm>0.9_pr>50,ssp245,2092,64,18,3,74,1,21,2,60,74,47,59,0,29,28,16,29,27,28,13,28,61,17,3,73,0,21,2,59,73,47,59,0,28,27,15,25,27,26,12,26,10,4,1,12,0,4,1,6,11,7,8,0,6,6,4,6,6,3,4,8,11,7,3,11,0,7,2,21,20,17,13,0,6,9,5,6,7,12,4,6,6.1,4.25,3.0,6.08,0.0,5.25,2.0,9.83,6.64,6.71,7.38,0.0,4.67,4.5,3.75,4.17,4.5,8.67,3.0,3.25,31.05,28.0,1.9000000000000001,65.00000000000001,30.05,26.0,1.8000000000000003,62.20000000000002,5.35,6.0,0.9000000000000001,10.100000000000001,8.35,7.0,1.8000000000000003,17.300000000000004,4.6875,4.5,1.8000000000000003,7.509000000000002
rzsm>0.9_pr>50,ssp245,2093,53,27,0,92,1,42,23,52,9,42,19,16,19,29,93,56,21,41,40,6,52,25,0,92,0,41,22,52,9,41,18,15,18,27,91,54,21,40,39,6,11,4,0,13,0,8,4,6,1,3,5,4,4,6,10,9,4,8,7,2,11,12,0,16,0,9,7,21,9,31,5,5,8,9,25,11,10,12,13,4,4.73,6.25,0.0,7.08,0.0,5.12,5.5,8.67,9.0,13.67,3.6,3.75,4.5,4.5,9.1,6.0,5.25,5.0,5.57,3.0,34.05,28.0,5.500000000000001,59.60000000000005,33.15,26.0,5.4,57.70000000000005,5.45,4.5,0.9000000000000001,10.100000000000001,10.9,9.5,3.6000000000000005,21.400000000000006,5.5145,5.1850000000000005,2.7,9.01
rzsm>0.9_pr>50,ssp245,2094,52,24,23,27,0,12,28,28,48,13,26,12,14,40,89,42,21,19,3,13,51,24,21,27,0,11,28,28,48,12,26,12,12,39,89,41,21,19,2,13,9,5,6,6,0,3,6,5,6,3,8,4,4,6,9,5,4,5,1,3,8,8,7,8,0,6,6,9,16,6,5,5,4,17,43,13,8,7,2,6,5.67,4.8,3.5,4.5,0.0,3.67,4.67,5.6,8.0,4.0,3.25,3.0,3.0,6.5,9.89,8.2,5.25,3.8,2.0,4.33,26.7,23.5,11.100000000000001,48.400000000000006,26.2,22.5,10.100000000000001,48.300000000000004,4.9,5.0,2.8000000000000003,8.100000000000001,9.2,7.0,3.8000000000000003,16.1,4.681500000000001,4.415,2.9000000000000004,8.02
rzsm>0.9_pr>50,ssp245,2095,25,52,15,60,0,34,27,9,0,29,83,37,70,65,87,18,42,13,24,0,24,48,14,60,0,34,24,9,0,28,82,36,70,63,87,17,40,12,24,0,5,11,3,7,0,6,4,2,0,6,8,8,8,10,11,4,7,4,4,0,12,11,6,20,0,7,10,5,0,11,29,12,21,14,26,6,21,4,10,0,4.8,4.36,4.67,8.57,0.0,5.67,6.0,4.5,0.0,4.67,10.25,4.5,8.75,6.3,7.91,4.25,5.71,3.0,6.0,0.0,34.5,28.0,0.0,71.30000000000001,33.6,26.0,0.0,71.20000000000002,5.4,5.5,0.0,10.100000000000001,11.25,10.5,0.0,21.500000000000007,4.9955,4.734999999999999,0.0,8.588000000000001
rzsm>0.9_pr>50,ssp245,2096,27,14,1,51,3,7,37,49,8,9,33,42,46,58,35,0,19,3,7,13,26,13,0,48,2,7,37,48,7,8,30,42,44,56,35,0,18,3,5,10,5,2,0,7,1,2,6,8,2,2,7,7,9,7,5,0,6,1,2,3,11,10,0,14,2,5,14,11,4,5,13,16,10,14,10,0,5,3,3,5,5.2,6.5,0.0,6.86,2.0,3.5,6.17,6.0,3.5,4.0,4.29,6.0,4.89,8.0,7.0,0.0,3.0,3.0,2.5,3.33,23.1,16.5,2.8000000000000003,49.2,21.95,15.5,1.8000000000000003,48.0,4.1,4.0,0.9000000000000001,7.100000000000001,7.75,7.5,1.8000000000000003,14.0,4.287,4.145,1.8000000000000003,6.8740000000000006
rzsm>0.9_pr>50,ssp245,2097,64,8,39,29,1,19,58,39,40,26,56,10,57,9,40,6,0,15,0,49,62,7,39,29,0,17,58,38,39,24,54,10,57,9,37,5,0,15,0,47,12,2,6,7,0,4,11,9,8,4,8,2,11,3,6,2,0,4,0,8,11,5,19,6,0,7,11,7,8,13,16,6,11,4,14,3,0,5,0,13,5.17,3.5,6.5,4.14,0.0,4.25,5.27,4.22,4.88,6.0,6.75,5.0,5.18,3.0,6.17,2.5,0.0,3.75,0.0,5.88,28.25,27.5,0.9000000000000001,57.1,27.35,26.5,0.0,57.1,5.35,5.0,0.0,11.0,7.95,7.0,0.0,14.200000000000003,4.108,4.5649999999999995,0.0,6.203
rzsm>0.9_pr>50,ssp245,2098,39,18,21,28,0,65,7,24,42,22,48,37,3,22,17,53,25,48,1,32,37,18,20,28,0,63,6,23,41,22,47,37,3,20,15,52,22,45,0,32,11,5,6,7,0,10,2,3,8,6,8,6,1,5,5,9,6,10,0,5,5,8,4,6,0,14,3,12,11,5,15,8,3,7,5,14,8,10,0,12,3.36,3.6,3.33,4.0,0.0,6.3,3.0,7.67,5.12,3.67,5.88,6.17,3.0,4.0,3.0,5.78,3.67,4.5,0.0,6.4,27.6,24.5,2.8000000000000003,48.50000000000001,26.55,22.5,2.7,47.50000000000001,5.65,6.0,0.9000000000000001,10.0,7.5,7.5,2.7,14.0,4.1225000000000005,3.835,2.7,6.31
rzsm>0.9_pr>50,ssp245,2099,0,20,13,78,1,32,11,10,24,53,46,44,25,38,3,44,21,64,7,14,0,18,12,77,0,29,10,9,20,53,44,42,23,33,2,43,19,62,6,14,0,4,3,9,0,7,2,3,4,10,7,8,4,5,1,8,5,9,3,1,0,6,5,35,0,7,6,4,6,9,13,9,15,13,2,8,5,21,2,14,0.0,4.5,4.0,8.56,0.0,4.14,5.0,3.0,5.0,5.3,6.29,5.25,5.75,6.6,2.0,5.38,3.8,6.89,2.0,14.0,27.4,22.5,2.8000000000000003,54.100000000000016,25.8,19.5,1.8000000000000003,53.90000000000001,4.65,4.0,0.9000000000000001,9.0,9.0,6.5,1.8000000000000003,15.600000000000009,4.872999999999999,5.0,1.8000000000000003,7.057000000000002
rzsm>0.9_pr>80,ssp245,2015,19,42,19,8,0,10,3,11,8,4,2,30,20,27,3,17,72,10,6,10,18,42,18,7,0,10,2,8,7,3,2,29,19,25,3,17,72,10,5,10,4,7,4,2,0,3,1,2,1,1,1,7,3,5,1,4,11,2,1,2,6,9,6,5,0,4,2,6,7,3,2,7,9,7,3,5,22,6,5,5,4.5,6.0,4.5,3.5,0.0,3.33,2.0,4.0,7.0,3.0,2.0,4.14,6.33,5.0,3.0,4.25,6.55,5.0,5.0,5.0,16.05,10.0,2.9000000000000004,31.200000000000017,15.35,10.0,2.0,30.30000000000002,3.1,2.0,1.0,7.0,5.95,5.5,2.0,9.0,4.205,4.375,2.0,6.352
rzsm>0.9_pr>80,ssp245,2016,0,18,11,11,3,20,0,2,0,7,12,6,9,50,26,15,68,24,14,10,0,16,7,11,2,19,0,2,0,5,12,6,5,47,24,14,67,24,13,9,0,2,1,3,1,3,0,1,0,2,2,2,1,8,6,4,12,3,5,2,0,10,7,6,2,9,0,2,0,3,7,4,5,8,6,7,11,10,5,7,0.0,8.0,7.0,3.67,2.0,6.33,0.0,2.0,0.0,2.5,6.0,3.0,5.0,5.88,4.0,3.5,5.58,8.0,2.6,4.5,15.3,11.0,0.0,28.400000000000034,14.15,10.0,0.0,26.300000000000033,2.9,2.0,0.0,6.200000000000003,5.45,6.0,0.0,10.0,3.978,3.835,0.0,7.100000000000001
rzsm>0.9_pr>80,ssp245,2017,13,1,25,21,0,19,9,24,0,19,18,14,14,17,4,15,16,1,0,45,13,0,24,18,0,18,8,24,0,18,17,13,13,16,4,15,15,0,0,44,2,0,5,4,0,4,3,5,0,3,3,4,3,2,1,4,4,0,0,7,7,0,6,7,0,7,3,8,0,9,7,7,5,10,4,4,6,0,0,14,6.5,0.0,4.8,4.5,0.0,4.5,2.67,4.8,0.0,6.0,5.67,3.25,4.33,8.0,4.0,3.75,3.75,0.0,0.0,6.29,13.75,14.5,0.0,24.1,13.0,14.0,0.0,24.0,2.7,3.0,0.0,5.0,5.2,6.0,0.0,9.100000000000001,3.6405000000000003,4.165,0.0,6.311
