threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>80,ssp245,2019,4,0,1,5,0,0,0,0,0,4,0,6,0,0,0,0,42,5,0,3,4,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,41,5,0,3,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,4,0,0,2,0,0,0,0,0,4,0,5,0,0,0,0,24,5,0,3,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,20.5,5.0,0.0,3.0,3.5,0.0,0.0,5.100000000000001,3.3,0.0,0.0,5.0,0.45,0.0,0.0,1.1000000000000014,2.35,0.0,0.0,5.0,2.175,0.0,0.0,5.0
rzsm>0.9_pr>80,ssp245,2020,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,23,0,10,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,19,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,4.5,0.0,1.85,0.0,0.0,2.8000000000000114,1.8,0.0,0.0,2.70000000000001,0.3,0.0,0.0,1.1000000000000014,1.4,0.0,0.0,2.3000000000000043,1.0,0.0,0.0,2.2500000000000036
rzsm>0.9_pr>80,ssp245,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,1.65,0.0,0.0,0.10000000000000142,1.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2665,0.0,0.0,0.0
rzsm>0.9_pr>80,ssp245,2022,0,0,8,0,2,0,0,0,4,5,0,0,0,2,0,2,62,0,0,0,0,0,8,0,2,0,0,0,4,5,0,0,0,2,0,2,62,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,6,0,0,0,0,0,6,0,2,0,0,0,4,5,0,0,0,2,0,2,22,0,0,0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,10.33,0.0,0.0,0.0,4.25,0.0,0.0,5.300000000000004,4.25,0.0,0.0,5.300000000000004,0.65,0.0,0.0,1.1000000000000014,2.15,0.0,0.0,5.100000000000001,1.4665,0.0,0.0,4.100000000000001
rzsm>0.9_pr>80,ssp245,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,2.0,0.0,2.55,0.0,0.0,1.1000000000000014,2.4,0.0,0.0,0.20000000000000284,0.25,0.0,0.0,0.10000000000000142,1.15,0.0,0.0,0.20000000000000284,0.675,0.0,0.0,0.20000000000000284
rzsm>0.9_pr>80,ssp245,2024,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,3.3000000000000043,1.8,0.0,0.0,3.1000000000000014,0.15,0.0,0.0,1.0,1.8,0.0,0.0,3.1000000000000014,1.8,0.0,0.0,3.1000000000000014
rzsm>0.9_pr>80,ssp245,2025,0,1,0,3,0,3,0,0,0,4,0,0,0,0,0,1,24,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,1.8,0.0,0.0,3.1000000000000014,1.6,0.0,0.0,2.200000000000003,0.4,0.0,0.0,1.0,0.95,0.0,0.0,2.200000000000003,0.64,0.0,0.0,2.200000000000003
rzsm>0.9_pr>80,ssp245,2026,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,145,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,145,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,65,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.71,0.0,2.0,0.0,7.65,0.0,0.0,2.0,7.45,0.0,0.0,2.0,0.45,0.0,0.0,1.0,3.45,0.0,0.0,2.0,1.2355,0.0,0.0,2.0
rzsm>0.9_pr>80,ssp245,2027,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,47,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.0,0.0,0.0,2.8,0.0,0.0,3.200000000000003,2.75,0.0,0.0,3.200000000000003,0.4,0.0,0.0,1.0,1.05,0.0,0.0,3.200000000000003,0.7915,0.0,0.0,3.200000000000003
rzsm>0.9_pr>80,ssp245,2028,0,1,9,0,0,6,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0.0,0.0,4.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.33,0.0,0.0,0.0,2.05,0.0,0.0,6.300000000000004,2.0,0.0,0.0,6.300000000000004,0.35,0.0,0.0,1.1000000000000014,1.45,0.0,0.0,6.0,1.0414999999999999,0.0,0.0,4.650000000000002
rzsm>0.9_pr>80,ssp245,2029,0,0,0,0,0,5,0,0,0,0,0,3,3,6,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,6,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,6,0,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,1.6,0.0,0.0,5.100000000000001,1.6,0.0,0.0,5.100000000000001,0.25,0.0,0.0,1.0,1.6,0.0,0.0,5.100000000000001,1.6,0.0,0.0,5.100000000000001
rzsm>0.9_pr>80,ssp245,2030,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.35,0.0,0.0,0.30000000000000426,0.35,0.0,0.0,0.30000000000000426,0.1,0.0,0.0,0.10000000000000142,0.35,0.0,0.0,0.30000000000000426,0.35,0.0,0.0,0.30000000000000426
rzsm>0.9_pr>80,ssp245,2031,0,2,0,0,0,0,2,5,0,1,0,0,0,0,0,0,52,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,20,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,3.1,0.0,0.0,2.3000000000000043,3.0,0.0,0.0,2.3000000000000043,0.45,0.0,0.0,1.0,1.45,0.0,0.0,2.3000000000000043,0.875,0.0,0.0,2.3000000000000043
rzsm>0.9_pr>80,ssp245,2032,0,0,0,0,0,0,5,0,0,2,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,2,5,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,2.5,0.0,0.0,5.0,2.45,0.0,0.0,5.0,0.3,0.0,0.0,1.1000000000000014,1.9,0.0,0.0,3.200000000000003,1.4,0.0,0.0,2.7500000000000036
rzsm>0.9_pr>80,ssp245,2033,1,0,1,1,0,0,4,3,0,0,4,0,0,2,0,0,217,5,2,0,0,0,0,0,0,0,4,3,0,0,3,0,0,2,0,0,217,5,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,10,1,1,0,0,0,0,0,0,0,4,3,0,0,3,0,0,2,0,0,73,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,21.7,5.0,2.0,0.0,12.0,0.5,0.0,4.100000000000001,11.8,0.0,0.0,4.100000000000001,0.8,0.0,0.0,1.0,4.6,0.0,0.0,4.100000000000001,2.035,0.0,0.0,4.100000000000001
rzsm>0.9_pr>80,ssp245,2034,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.45,0.0,0.0,2.0,0.15,0.0,0.0,1.0,0.45,0.0,0.0,2.0,0.45,0.0,0.0,2.0
rzsm>0.9_pr>80,ssp245,2035,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,10,42,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,41,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,31,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,20.5,0.0,0.0,2.0,3.1,0.0,0.0,4.6000000000000085,2.9,0.0,0.0,4.400000000000006,0.35,0.0,0.0,1.1000000000000014,2.25,0.0,0.0,4.100000000000001,1.675,0.0,0.0,4.0
rzsm>0.9_pr>80,ssp245,2036,0,2,0,5,0,2,0,0,0,0,4,0,0,4,0,0,53,0,0,0,0,0,0,5,0,2,0,0,0,0,3,0,0,4,0,0,53,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,5,0,2,0,0,0,0,3,0,0,4,0,0,25,0,0,0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,10.6,0.0,0.0,0.0,3.5,0.0,0.0,4.100000000000001,3.35,0.0,0.0,4.100000000000001,0.45,0.0,0.0,1.0,1.95,0.0,0.0,4.100000000000001,1.23,0.0,0.0,4.100000000000001
rzsm>0.9_pr>80,ssp245,2037,5,1,0,0,0,0,0,0,3,0,12,0,0,6,0,0,37,0,0,2,5,0,0,0,0,0,0,0,3,0,12,0,0,5,0,0,36,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4,0,0,1,5,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,22,0,0,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,2.0,3.3,0.0,0.0,6.6000000000000085,3.15,0.0,0.0,5.70000000000001,0.5,0.0,0.0,1.1000000000000014,2.15,0.0,0.0,5.100000000000001,1.5,0.0,0.0,5.100000000000001
rzsm>0.9_pr>80,ssp245,2038,0,1,0,0,0,3,6,0,0,0,0,2,0,2,0,0,101,1,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,2,0,0,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,2,0,0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,11.11,0.0,0.0,0.0,5.8,0.0,0.0,3.3000000000000043,5.65,0.0,0.0,3.3000000000000043,0.65,0.0,0.0,1.0,2.15,0.0,0.0,3.3000000000000043,1.2055,0.0,0.0,3.3000000000000043
rzsm>0.9_pr>80,ssp245,2039,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,6.0,1.1,0.0,0.0,3.3000000000000043,0.95,0.0,0.0,3.3000000000000043,0.25,0.0,0.0,1.0,0.75,0.0,0.0,3.3000000000000043,0.6165,0.0,0.0,3.0330000000000004
rzsm>0.9_pr>80,ssp245,2040,0,2,3,0,0,0,8,0,0,0,0,6,0,7,0,3,25,0,9,0,0,0,3,0,0,0,8,0,0,0,0,6,0,7,0,3,25,0,7,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,1,5,0,1,0,0,0,3,0,0,0,6,0,0,0,0,6,0,5,0,3,17,0,7,0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,3.5,0.0,3.0,5.0,0.0,7.0,0.0,3.15,0.0,0.0,8.100000000000001,2.95,0.0,0.0,7.100000000000001,0.65,0.0,0.0,2.0,2.35,0.0,0.0,6.100000000000001,1.575,0.0,0.0,5.100000000000001
rzsm>0.9_pr>80,ssp245,2041,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,16.67,0.0,0.0,0.0,3.0,0.0,0.0,3.4000000000000057,2.95,0.0,0.0,3.3000000000000043,0.25,0.0,0.0,1.0,2.2,0.0,0.0,3.3000000000000043,1.2835,0.0,0.0,3.3000000000000043
rzsm>0.9_pr>80,ssp245,2042,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,180,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,162,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,9.35,0.0,0.0,3.1000000000000014,9.35,0.0,0.0,3.1000000000000014,0.25,0.0,0.0,1.0,8.45,0.0,0.0,3.1000000000000014,3.35,0.0,0.0,3.1000000000000014
rzsm>0.9_pr>80,ssp245,2043,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,7,35,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,7,35,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,7,18,0,4,0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,11.67,0.0,4.0,0.0,2.8,0.0,0.0,4.300000000000004,2.8,0.0,0.0,4.300000000000004,0.4,0.0,0.0,1.0,1.95,0.0,0.0,4.300000000000004,1.6335000000000002,0.0,0.0,4.300000000000004
rzsm>0.9_pr>80,ssp245,2044,0,1,0,0,0,0,0,0,0,0,0,0,5,11,1,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,0.0,5.0,9.91,0.0,0.0,0.0,6.65,0.0,0.0,5.6000000000000085,6.5,0.0,0.0,5.6000000000000085,0.75,0.0,0.0,1.1000000000000014,2.7,0.0,0.0,5.200000000000003,1.2705,0.0,0.0,5.050000000000001
rzsm>0.9_pr>80,ssp245,2045,0,0,7,0,0,6,0,0,0,4,0,0,0,0,0,0,194,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,0,0,0,0,193,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,0,0,0,0,118,0,0,0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.57,0.0,0.0,0.0,10.55,0.0,0.0,6.100000000000001,10.45,0.0,0.0,6.0,0.5,0.0,0.0,1.0,6.7,0.0,0.0,6.0,2.1785,0.0,0.0,6.0
rzsm>0.9_pr>80,ssp245,2046,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,60,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,6,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,4.5,4.0,3.0,4.6,0.0,0.0,9.400000000000006,4.35,0.0,0.0,9.300000000000004,0.65,0.0,0.0,2.200000000000003,2.1,0.0,0.0,4.200000000000003,1.275,0.0,0.0,4.050000000000001
rzsm>0.9_pr>80,ssp245,2047,0,0,0,6,0,3,0,0,0,0,1,0,0,0,0,0,2,4,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.85,0.0,0.0,3.1000000000000014,0.75,0.0,0.0,3.1000000000000014,0.25,0.0,0.0,1.0,0.65,0.0,0.0,2.1000000000000014,0.65,0.0,0.0,2.1000000000000014
rzsm>0.9_pr>80,ssp245,2048,5,3,5,0,0,4,0,0,0,0,0,0,0,7,0,0,50,5,0,0,5,3,5,0,0,4,0,0,0,0,0,0,0,7,0,0,50,5,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,5,3,5,0,0,4,0,0,0,0,0,0,0,7,0,0,19,5,0,0,5.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,5.0,0.0,0.0,3.95,0.0,0.0,5.200000000000003,3.95,0.0,0.0,5.200000000000003,0.55,0.0,0.0,1.0,2.4,0.0,0.0,5.200000000000003,1.95,0.0,0.0,5.200000000000003
rzsm>0.9_pr>80,ssp245,2049,4,2,0,0,0,0,6,0,1,0,0,4,0,0,3,0,101,4,0,0,3,2,0,0,0,0,6,0,0,0,0,4,0,0,3,0,101,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,1,0,0,3,2,0,0,0,0,6,0,0,0,0,4,0,0,3,0,38,4,0,0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,14.43,4.0,0.0,0.0,6.25,0.0,0.0,4.200000000000003,6.15,0.0,0.0,4.200000000000003,0.65,0.0,0.0,1.0,3.0,0.0,0.0,4.200000000000003,1.8215,0.0,0.0,4.200000000000003
rzsm>0.9_pr>80,ssp245,2050,0,5,2,6,0,0,0,0,0,0,0,0,0,6,0,0,18,0,0,1,0,5,2,6,0,0,0,0,0,0,0,0,0,5,0,0,18,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0.0,2.5,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,1.9,0.0,0.0,6.0,1.8,0.0,0.0,5.100000000000001,0.35,0.0,0.0,1.1000000000000014,1.5,0.0,0.0,5.100000000000001,1.225,0.0,0.0,5.100000000000001
rzsm>0.9_pr>80,ssp245,2051,0,0,3,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.2000000000000028,0.65,0.0,0.0,0.30000000000000426,0.15,0.0,0.0,0.10000000000000142,0.5,0.0,0.0,0.30000000000000426,0.4,0.0,0.0,0.30000000000000426
