threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.98_pr>50,ssp245,2030,0,0,0,8,0,11,0,0,0,6,0,0,0,0,0,0,0,5,0,11,0,0,0,8,0,9,0,0,0,6,0,0,0,0,0,0,0,5,0,9,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,5,0,0,0,6,0,0,0,0,0,0,0,5,0,5,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.5,2.05,0.0,0.0,8.300000000000004,1.85,0.0,0.0,8.100000000000001,0.45,0.0,0.0,2.0,1.35,0.0,0.0,5.100000000000001,1.125,0.0,0.0,4.550000000000001
rzsm>0.98_pr>50,ssp245,2031,1,0,0,8,0,0,0,6,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,8,0,0,0,6,0,5,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,0,0,0,5,2,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.45,0.0,0.0,5.100000000000001,1.3,0.0,0.0,5.100000000000001,0.3,0.0,0.0,1.0,1.15,0.0,0.0,5.0,1.1,0.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2032,0,2,0,0,0,0,16,0,0,6,5,0,0,0,0,5,8,5,0,12,0,0,0,0,0,0,16,0,0,5,5,0,0,0,0,5,8,4,0,12,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,7,0,0,5,3,0,0,0,0,5,8,4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,5.0,8.0,4.0,0.0,4.0,2.95,0.0,0.0,8.400000000000006,2.75,0.0,0.0,8.400000000000006,0.6,0.0,0.0,2.1000000000000014,1.9,0.0,0.0,6.100000000000001,1.6915,0.0,0.0,5.033
rzsm>0.98_pr>50,ssp245,2033,3,2,0,16,0,0,9,8,0,2,11,6,5,4,0,0,46,0,4,0,3,2,0,16,0,0,8,8,0,2,11,5,5,4,0,0,46,0,3,0,1,1,0,3,0,0,1,2,0,1,2,1,2,1,0,0,6,0,1,0,3,2,0,8,0,0,8,5,0,2,7,5,3,4,0,0,19,0,3,0,3.0,2.0,0.0,5.33,0.0,0.0,8.0,4.0,0.0,2.0,5.5,5.0,2.5,4.0,0.0,0.0,7.67,0.0,3.0,0.0,5.8,2.5,0.0,11.500000000000007,5.65,2.5,0.0,11.500000000000007,1.1,1.0,0.0,2.1000000000000014,3.45,2.5,0.0,8.0,2.6,2.25,0.0,5.717000000000003
rzsm>0.98_pr>50,ssp245,2034,17,0,19,3,0,3,0,5,0,0,0,0,0,0,7,4,0,0,0,0,16,0,18,3,0,3,0,5,0,0,0,0,0,0,6,4,0,0,0,0,3,0,4,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,6,0,6,3,0,3,0,5,0,0,0,0,0,0,3,4,0,0,0,0,5.33,0.0,4.5,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,8.000000000000014,2.75,0.0,0.0,7.000000000000014,0.65,0.0,0.0,2.1000000000000014,1.5,0.0,0.0,5.100000000000001,1.3915,0.0,0.0,4.550000000000001
rzsm>0.98_pr>50,ssp245,2035,0,0,0,3,0,3,0,0,0,5,5,0,0,0,0,14,19,0,0,9,0,0,0,2,0,3,0,0,0,5,5,0,0,0,0,13,19,0,0,6,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,2,2,0,0,1,0,0,0,2,0,3,0,0,0,3,5,0,0,0,0,9,11,0,0,6,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.5,5.0,0.0,0.0,0.0,0.0,6.5,9.5,0.0,0.0,6.0,2.9,0.0,0.0,9.500000000000007,2.65,0.0,0.0,6.70000000000001,0.5,0.0,0.0,2.0,1.95,0.0,0.0,6.300000000000004,1.725,0.0,0.0,6.050000000000001
rzsm>0.98_pr>50,ssp245,2036,0,7,0,6,0,21,0,0,0,0,13,9,0,1,1,13,18,8,5,0,0,7,0,6,0,20,0,0,0,0,13,9,0,0,0,11,17,8,5,0,0,1,0,1,0,6,0,0,0,0,2,2,0,0,0,3,2,2,1,0,0,7,0,6,0,5,0,0,0,0,7,5,0,0,0,6,15,5,5,0,0.0,7.0,0.0,6.0,0.0,3.33,0.0,0.0,0.0,0.0,6.5,4.5,0.0,0.0,0.0,3.67,8.5,4.0,5.0,0.0,5.1,1.0,0.0,13.500000000000007,4.8,0.0,0.0,13.400000000000006,1.0,0.0,0.0,2.1000000000000014,3.05,0.0,0.0,7.0,2.425,0.0,0.0,6.550000000000001
rzsm>0.98_pr>50,ssp245,2037,2,0,0,0,0,0,2,0,0,0,24,3,0,1,0,0,12,3,1,21,2,0,0,0,0,0,2,0,0,0,24,2,0,0,0,0,12,3,0,21,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,1,0,3,2,0,0,0,0,0,2,0,0,0,10,2,0,0,0,0,12,3,0,9,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,7.0,3.45,0.0,0.0,12.900000000000013,3.3,0.0,0.0,12.900000000000013,0.55,0.0,0.0,1.2000000000000028,2.0,0.0,0.0,9.100000000000001,1.8,0.0,0.0,7.100000000000001
rzsm>0.98_pr>50,ssp245,2038,1,0,0,2,0,6,6,4,0,0,0,0,0,0,1,0,15,3,0,0,0,0,0,2,0,6,6,4,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,6,6,4,0,0,0,0,0,0,0,0,12,3,0,0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.9,0.0,0.0,6.0,1.75,0.0,0.0,6.0,0.35,0.0,0.0,1.0,1.65,0.0,0.0,6.0,1.4,0.0,0.0,6.0
rzsm>0.98_pr>50,ssp245,2039,0,2,0,20,0,4,4,5,8,0,15,0,0,0,0,0,0,5,0,6,0,2,0,19,0,4,3,4,8,0,14,0,0,0,0,0,0,5,0,6,0,1,0,5,0,1,1,2,2,0,4,0,0,0,0,0,0,1,0,1,0,2,0,5,0,4,3,2,5,0,5,0,0,0,0,0,0,5,0,6,0.0,2.0,0.0,3.8,0.0,4.0,3.0,2.0,4.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,3.45,0.0,0.0,8.70000000000001,3.25,0.0,0.0,8.600000000000009,0.9,0.0,0.0,2.200000000000003,1.85,0.0,0.0,5.0,1.6649999999999998,0.0,0.0,4.100000000000001
rzsm>0.98_pr>50,ssp245,2040,0,15,0,0,0,0,37,0,0,0,0,12,0,0,0,4,10,1,9,9,0,15,0,0,0,0,34,0,0,0,0,12,0,0,0,4,10,0,9,9,0,3,0,0,0,0,7,0,0,0,0,2,0,0,0,1,1,0,1,2,0,6,0,0,0,0,11,0,0,0,0,7,0,0,0,4,10,0,9,5,0.0,5.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,10.0,0.0,9.0,4.5,4.85,0.0,0.0,12.300000000000004,4.65,0.0,0.0,12.300000000000004,0.85,0.0,0.0,2.1000000000000014,2.6,0.0,0.0,9.100000000000001,2.168,0.0,0.0,6.300000000000004
rzsm>0.98_pr>50,ssp245,2041,0,0,0,0,0,0,0,0,0,0,3,0,0,21,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.25,4.0,0.0,11.0,0.0,0.0,0.0,2.5,0.0,0.0,5.700000000000024,2.45,0.0,0.0,5.700000000000024,0.4,0.0,0.0,1.1000000000000014,1.4,0.0,0.0,4.200000000000003,1.1125,0.0,0.0,4.125000000000002
rzsm>0.98_pr>50,ssp245,2042,2,0,0,7,0,0,0,0,0,0,9,0,5,2,0,14,80,15,0,5,2,0,0,7,0,0,0,0,0,0,8,0,4,2,0,12,79,12,0,5,1,0,0,2,0,0,0,0,0,0,3,0,1,1,0,4,8,2,0,1,2,0,0,5,0,0,0,0,0,0,4,0,4,2,0,5,22,7,0,5,2.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,4.0,2.0,0.0,3.0,9.88,6.0,0.0,5.0,6.95,0.0,0.0,14.100000000000001,6.55,0.0,0.0,12.0,1.15,0.0,0.0,3.1000000000000014,2.8,0.0,0.0,5.200000000000003,1.9025000000000003,0.0,0.0,5.100000000000001
rzsm>0.98_pr>50,ssp245,2043,30,10,0,8,0,6,8,0,9,4,0,0,0,3,0,8,10,0,2,0,26,10,0,8,0,5,8,0,9,3,0,0,0,3,0,7,10,0,2,0,6,2,0,2,0,1,2,0,2,1,0,0,0,1,0,1,1,0,1,0,6,5,0,5,0,5,5,0,6,3,0,0,0,3,0,7,10,0,2,0,4.33,5.0,0.0,4.0,0.0,5.0,4.0,0.0,4.5,3.0,0.0,0.0,0.0,3.0,0.0,7.0,10.0,0.0,2.0,0.0,4.9,2.5,0.0,10.0,4.55,2.5,0.0,10.0,1.0,1.0,0.0,2.0,2.85,2.5,0.0,6.100000000000001,2.5915,2.5,0.0,5.200000000000003
rzsm>0.98_pr>50,ssp245,2044,0,0,0,11,0,0,0,0,9,10,0,0,10,6,0,20,1,13,0,0,0,0,0,11,0,0,0,0,9,10,0,0,9,6,0,20,0,13,0,0,0,0,0,3,0,0,0,0,2,2,0,0,3,1,0,4,0,4,0,0,0,0,0,6,0,0,0,0,5,6,0,0,5,6,0,8,0,4,0,0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,3.0,6.0,0.0,5.0,0.0,3.25,0.0,0.0,4.0,0.0,0.0,11.200000000000003,3.9,0.0,0.0,11.200000000000003,0.95,0.0,0.0,3.1000000000000014,2.0,0.0,0.0,6.0,1.5210000000000001,0.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2045,1,0,26,0,0,10,1,0,0,28,0,1,1,4,0,0,84,0,0,5,0,0,26,0,0,10,0,0,0,25,0,0,0,4,0,0,82,0,0,5,0,0,5,0,0,2,0,0,0,5,0,0,0,1,0,0,7,0,0,1,0,0,7,0,0,6,0,0,0,7,0,0,0,4,0,0,29,0,0,5,0.0,0.0,5.2,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,11.71,0.0,0.0,5.0,8.05,0.5,0.0,26.200000000000003,7.6,0.0,0.0,25.1,1.05,0.0,0.0,5.0,2.9,0.0,0.0,7.0,1.7954999999999999,0.0,0.0,5.0200000000000005
rzsm>0.98_pr>50,ssp245,2046,6,0,6,0,0,6,0,10,0,8,1,0,0,20,0,0,8,9,1,44,6,0,5,0,0,5,0,10,0,7,0,0,0,20,0,0,7,9,0,44,1,0,2,0,0,1,0,1,0,3,0,0,0,3,0,0,1,2,0,8,6,0,3,0,0,5,0,10,0,3,0,0,0,7,0,0,7,6,0,7,6.0,0.0,2.5,0.0,0.0,5.0,0.0,10.0,0.0,2.33,0.0,0.0,0.0,6.67,0.0,0.0,7.0,4.5,0.0,5.5,5.95,1.0,0.0,11.000000000000014,5.65,0.0,0.0,11.000000000000014,1.1,0.0,0.0,3.0,2.7,0.0,0.0,7.0,2.475,0.0,0.0,6.703
rzsm>0.98_pr>50,ssp245,2047,0,6,16,17,0,0,0,0,0,0,7,0,2,1,0,0,0,23,0,9,0,5,14,17,0,0,0,0,0,0,7,0,0,0,0,0,0,23,0,8,0,2,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,0,3,5,9,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,6,0.0,2.5,3.5,5.67,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,4.0,4.05,0.0,0.0,16.1,3.7,0.0,0.0,14.300000000000004,0.9,0.0,0.0,3.1000000000000014,1.7,0.0,0.0,6.0,1.1885,0.0,0.0,4.0600000000000005
rzsm>0.98_pr>50,ssp245,2048,12,5,4,0,0,1,14,0,0,0,0,5,0,17,4,0,9,5,0,0,12,5,4,0,0,0,14,0,0,0,0,5,0,17,3,0,8,5,0,0,2,1,1,0,0,0,2,0,0,0,0,1,0,3,1,0,1,1,0,0,6,5,4,0,0,0,11,0,0,0,0,5,0,8,3,0,8,5,0,0,6.0,5.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,5.67,3.0,0.0,8.0,5.0,0.0,0.0,3.8,0.5,0.0,12.200000000000003,3.65,0.0,0.0,12.200000000000003,0.65,0.0,0.0,2.0,2.75,0.0,0.0,8.0,2.4335,0.0,0.0,6.100000000000001
rzsm>0.98_pr>50,ssp245,2049,5,5,10,6,0,0,8,5,0,0,0,9,6,0,4,0,29,20,0,0,5,5,8,5,0,0,7,5,0,0,0,9,6,0,4,0,28,17,0,0,1,1,2,1,0,0,1,1,0,0,0,2,2,0,1,0,4,4,0,0,5,5,6,5,0,0,7,5,0,0,0,6,4,0,4,0,13,6,0,0,5.0,5.0,4.0,5.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,4.5,3.0,0.0,4.0,0.0,7.0,4.25,0.0,0.0,5.35,4.5,0.0,11.000000000000014,4.95,4.5,0.0,9.800000000000011,1.0,1.0,0.0,2.200000000000003,3.3,4.0,0.0,6.100000000000001,2.6875,3.5,0.0,5.200000000000003
rzsm>0.98_pr>50,ssp245,2050,8,6,12,5,0,0,0,0,7,10,0,0,0,10,0,0,4,0,0,0,8,5,12,5,0,0,0,0,7,10,0,0,0,10,0,0,4,0,0,0,2,1,3,1,0,0,0,0,2,3,0,0,0,2,0,0,1,0,0,0,5,5,7,5,0,0,0,0,4,4,0,0,0,6,0,0,4,0,0,0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,3.5,3.33,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,3.1,0.0,0.0,10.0,3.05,0.0,0.0,10.0,0.75,0.0,0.0,2.1000000000000014,2.0,0.0,0.0,5.100000000000001,1.6915,0.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2051,4,1,5,8,0,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,5.300000000000004,1.55,0.0,0.0,5.200000000000003,0.4,0.0,0.0,1.1000000000000014,1.35,0.0,0.0,5.100000000000001,1.25,0.0,0.0,4.100000000000001
rzsm>0.98_pr>50,ssp245,2052,1,0,11,10,0,0,0,0,17,10,0,0,0,10,0,0,9,11,4,18,0,0,11,10,0,0,0,0,17,9,0,0,0,10,0,0,9,11,4,18,0,0,2,2,0,0,0,0,4,2,0,0,0,2,0,0,2,2,1,2,0,0,6,5,0,0,0,0,6,6,0,0,0,6,0,0,5,6,4,14,0.0,0.0,5.5,5.0,0.0,0.0,0.0,0.0,4.25,4.5,0.0,0.0,0.0,5.0,0.0,0.0,4.5,5.5,4.0,9.0,5.05,0.5,0.0,11.600000000000009,4.95,0.0,0.0,11.600000000000009,0.95,0.0,0.0,2.0,2.9,0.0,0.0,6.0,2.3625,0.0,0.0,5.5
rzsm>0.98_pr>50,ssp245,2053,9,15,6,16,0,0,0,6,0,17,10,0,5,11,0,2,0,1,0,0,9,12,4,16,0,0,0,6,0,17,9,0,5,10,0,2,0,0,0,0,2,1,2,4,0,0,0,1,0,3,2,0,1,2,0,1,0,0,0,0,6,12,2,6,0,0,0,6,0,10,5,0,5,6,0,2,0,0,0,0,4.5,12.0,2.0,4.0,0.0,0.0,0.0,6.0,0.0,5.67,4.5,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.9,1.5,0.0,15.100000000000001,4.5,1.0,0.0,12.400000000000006,0.95,0.5,0.0,2.1000000000000014,3.0,1.0,0.0,6.400000000000006,2.5335,1.0,0.0,5.703
rzsm>0.98_pr>50,ssp245,2054,8,0,0,18,0,12,0,0,0,0,0,6,0,12,1,0,0,10,3,1,6,0,0,16,0,12,0,0,0,0,0,6,0,11,0,0,0,9,3,0,2,0,0,3,0,2,0,0,0,0,0,2,0,3,0,0,0,2,1,0,3,0,0,6,0,7,0,0,0,0,0,4,0,6,0,0,0,6,3,0,3.0,0.0,0.0,5.33,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.67,0.0,0.0,0.0,4.5,3.0,0.0,3.55,0.0,0.0,12.0,3.15,0.0,0.0,11.100000000000001,0.75,0.0,0.0,2.1000000000000014,1.75,0.0,0.0,6.0,1.425,0.0,0.0,4.583000000000001
rzsm>0.98_pr>50,ssp245,2055,4,1,0,10,0,0,0,0,0,20,0,9,10,0,16,0,10,0,5,19,2,0,0,10,0,0,0,0,0,20,0,9,9,0,15,0,9,0,3,19,1,0,0,2,0,0,0,0,0,4,0,2,2,0,2,0,2,0,1,4,2,0,0,6,0,0,0,0,0,7,0,5,7,0,8,0,7,0,3,7,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.5,4.5,0.0,7.5,0.0,4.5,0.0,3.0,4.75,5.2,0.5,0.0,16.300000000000004,4.8,0.0,0.0,15.400000000000006,1.0,0.0,0.0,2.200000000000003,2.6,0.0,0.0,7.0,2.0375,0.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2056,13,0,10,10,0,0,0,0,0,0,3,0,15,0,10,0,17,6,1,39,13,0,10,10,0,0,0,0,0,0,2,0,14,0,9,0,14,5,0,38,4,0,2,2,0,0,0,0,0,0,1,0,4,0,2,0,2,1,0,9,6,0,6,5,0,0,0,0,0,0,2,0,5,0,6,0,12,5,0,13,3.25,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.5,0.0,4.5,0.0,7.0,5.0,0.0,4.22,6.2,0.5,0.0,15.200000000000003,5.75,0.0,0.0,14.0,1.35,0.0,0.0,4.0,3.0,0.0,0.0,6.6000000000000085,1.9735,0.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2057,15,14,11,0,7,0,6,0,0,0,0,0,0,0,0,7,211,1,0,10,13,14,11,0,7,0,6,0,0,0,0,0,0,0,0,5,211,0,0,9,4,2,3,0,2,0,1,0,0,0,0,0,0,0,0,1,6,0,0,3,5,9,6,0,5,0,6,0,0,0,0,0,0,0,0,5,145,0,0,3,3.25,7.0,3.67,0.0,3.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.17,0.0,0.0,3.0,14.1,0.0,0.0,14.100000000000001,13.8,0.0,0.0,13.100000000000001,1.1,0.0,0.0,3.1000000000000014,9.2,0.0,0.0,6.300000000000004,3.3295000000000003,0.0,0.0,6.100000000000001
rzsm>0.98_pr>50,ssp245,2058,12,0,0,9,0,0,0,0,0,13,0,0,0,5,0,9,8,7,0,0,11,0,0,9,0,0,0,0,0,12,0,0,0,5,0,9,8,7,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,2,1,2,0,0,11,0,0,7,0,0,0,0,0,6,0,0,0,5,0,5,8,5,0,0,11.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,4.5,8.0,3.5,0.0,0.0,3.15,0.0,0.0,9.300000000000004,3.05,0.0,0.0,9.200000000000003,0.6,0.0,0.0,2.0,2.35,0.0,0.0,7.100000000000001,2.025,0.0,0.0,5.300000000000004
rzsm>0.98_pr>50,ssp245,2059,4,6,5,14,0,10,0,0,8,16,5,0,0,11,1,0,11,32,3,17,4,6,3,12,0,10,0,0,8,16,4,0,0,11,0,0,11,32,3,17,2,1,1,3,0,2,0,0,2,3,1,0,0,3,0,0,2,8,1,4,2,6,3,6,0,6,0,0,6,10,4,0,0,6,0,0,8,7,3,8,2.0,6.0,3.0,4.0,0.0,5.0,0.0,0.0,4.0,5.33,4.0,0.0,0.0,3.67,0.0,0.0,5.5,4.0,3.0,4.25,7.15,5.0,0.0,16.1,6.85,4.0,0.0,16.1,1.65,1.0,0.0,3.1000000000000014,3.75,3.5,0.0,8.0,2.6875,3.335,0.0,5.347
rzsm>0.98_pr>50,ssp245,2060,4,15,0,11,0,4,0,0,0,0,6,0,0,1,1,0,15,20,0,4,4,15,0,11,0,4,0,0,0,0,6,0,0,0,0,0,15,20,0,4,1,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,4,0,2,4,8,0,6,0,4,0,0,0,0,6,0,0,0,0,0,9,7,0,2,4.0,5.0,0.0,5.5,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.5,5.0,0.0,2.0,4.05,0.5,0.0,15.0,3.95,0.0,0.0,15.0,0.8,0.0,0.0,2.1000000000000014,2.3,0.0,0.0,7.100000000000001,1.95,0.0,0.0,5.550000000000001
rzsm>0.98_pr>50,ssp245,2061,0,0,3,8,0,7,3,0,1,0,11,0,0,13,7,0,0,22,0,27,0,0,3,7,0,6,3,0,0,0,11,0,0,13,7,0,0,21,0,26,0,0,1,2,0,1,1,0,0,0,3,0,0,1,2,0,0,4,0,6,0,0,3,4,0,6,3,0,0,0,7,0,0,13,4,0,0,8,0,7,0.0,0.0,3.0,3.5,0.0,6.0,3.0,0.0,0.0,0.0,3.67,0.0,0.0,13.0,3.5,0.0,0.0,5.25,0.0,4.33,5.1,0.5,0.0,13.900000000000013,4.85,0.0,0.0,13.800000000000011,1.05,0.0,0.0,3.1000000000000014,2.75,0.0,0.0,7.100000000000001,2.2625,0.0,0.0,5.325000000000001
rzsm>0.98_pr>50,ssp245,2062,0,0,0,0,3,0,6,0,4,19,0,0,0,32,16,14,0,8,0,15,0,0,0,0,3,0,6,0,3,18,0,0,0,32,16,13,0,8,0,15,0,0,0,0,1,0,2,0,1,5,0,0,0,7,4,2,0,2,0,3,0,0,0,0,3,0,4,0,3,7,0,0,0,7,7,9,0,5,0,7,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.6,0.0,0.0,0.0,4.57,4.0,6.5,0.0,4.0,0.0,5.0,5.85,0.0,0.0,16.300000000000004,5.7,0.0,0.0,16.200000000000003,1.35,0.0,0.0,4.100000000000001,2.6,0.0,0.0,7.0,1.8335000000000001,0.0,0.0,4.613
