threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>50,ssp245,2042,21,28,24,0,23,23,12,19,7,30,39,29,20,33,21,31,151,15,13,18,21,28,24,0,23,23,12,17,7,30,39,29,19,33,21,31,150,14,12,16,4,4,5,0,3,4,2,3,1,5,5,4,3,5,2,5,2,2,1,3,8,12,7,0,12,7,6,7,7,14,13,12,10,15,14,10,119,12,12,7,5.25,7.0,4.8,0.0,7.67,5.75,6.0,5.67,7.0,6.0,7.8,7.25,6.33,6.6,10.5,6.2,75.0,7.0,12.0,5.33,27.85,22.0,11.5,33.60000000000001,27.45,22.0,11.5,33.60000000000001,3.15,3.0,1.0,5.0,15.2,11.0,6.9,14.100000000000001,9.9575,6.465,5.205,10.650000000000002
rzsm>0.7_pr>50,ssp245,2043,0,23,17,18,23,43,17,44,29,22,19,19,37,4,0,10,156,34,12,19,0,21,16,18,21,42,17,44,28,22,19,19,35,4,0,10,156,33,11,18,0,3,4,4,5,6,4,6,3,4,2,2,4,1,0,2,3,6,2,3,0,9,6,9,7,10,6,10,12,9,10,11,11,4,0,6,139,11,9,7,0.0,7.0,4.0,4.5,4.2,7.0,4.25,7.33,9.33,5.5,9.5,9.5,8.75,4.0,0.0,5.0,52.0,5.5,5.5,6.0,27.3,19.0,3.6000000000000005,43.1,26.7,19.0,3.6000000000000005,42.2,3.2,3.0,0.9000000000000001,6.0,14.3,9.0,3.6000000000000005,11.100000000000001,7.9430000000000005,5.5,3.6000000000000005,9.5
rzsm>0.7_pr>50,ssp245,2044,22,32,7,15,16,14,2,12,18,27,16,20,15,4,15,3,41,17,17,6,22,32,7,15,15,14,2,10,17,27,16,20,15,4,15,2,41,17,16,6,3,3,1,2,4,3,1,3,2,5,3,3,3,1,2,1,1,2,2,1,9,23,7,10,6,8,2,5,11,9,11,13,7,4,12,2,41,13,9,6,7.33,10.67,7.0,7.5,3.75,4.67,2.0,3.33,8.5,5.4,5.33,6.67,5.0,4.0,7.5,2.0,41.0,8.5,8.0,6.0,15.95,15.5,3.9000000000000004,27.500000000000007,15.65,15.0,3.8000000000000003,27.500000000000007,2.3,2.0,1.0,3.1000000000000014,10.4,9.0,3.8000000000000003,14.000000000000014,7.7075000000000005,6.335,3.197,8.717000000000002
rzsm>0.7_pr>50,ssp245,2045,13,24,21,1,19,42,40,16,6,18,31,32,6,20,31,2,3,4,65,60,12,24,21,0,19,42,40,16,6,18,31,30,6,20,29,2,3,4,65,60,2,4,3,0,4,7,4,3,1,3,5,4,2,4,5,1,1,1,7,4,7,9,9,0,9,12,17,7,6,7,7,15,3,7,10,2,3,4,17,25,6.0,6.0,7.0,0.0,4.75,6.0,10.0,5.33,6.0,6.0,6.2,7.5,3.0,5.0,5.8,2.0,3.0,4.0,9.29,15.0,22.7,19.5,2.9000000000000004,43.800000000000026,22.4,19.5,2.9000000000000004,43.800000000000026,3.25,3.5,1.0,5.200000000000003,8.8,7.0,2.9000000000000004,17.0,5.8935,6.0,2.9000000000000004,9.361
rzsm>0.7_pr>50,ssp245,2046,9,35,2,22,28,29,15,20,15,38,31,11,6,39,35,18,78,12,3,28,9,35,2,22,28,29,15,20,15,38,31,11,6,38,34,17,77,12,2,28,2,6,1,4,3,7,3,3,2,5,4,1,1,6,5,1,2,3,1,5,7,11,2,13,12,6,6,11,10,15,13,11,6,10,13,17,72,7,2,8,4.5,5.83,2.0,5.5,9.33,4.14,5.0,6.67,7.5,7.6,7.75,11.0,6.0,6.33,6.8,17.0,38.5,4.0,2.0,5.6,23.7,21.0,5.7,38.1,23.45,21.0,5.6000000000000005,38.0,3.25,3.0,1.0,6.0,12.6,10.5,5.6000000000000005,15.200000000000003,8.1525,6.165,3.8000000000000003,11.600000000000009
rzsm>0.7_pr>50,ssp245,2047,29,38,43,12,14,19,26,5,8,25,18,43,23,34,4,35,48,8,27,32,28,38,42,12,14,18,26,5,8,23,17,42,23,34,4,33,48,8,27,32,3,3,6,2,3,2,2,2,1,3,2,2,4,4,1,5,5,2,3,6,23,22,15,7,8,10,19,3,8,9,9,28,8,18,4,10,17,4,14,8,9.33,12.67,7.0,6.0,4.67,9.0,13.0,2.5,8.0,7.67,8.5,21.0,5.75,8.5,4.0,6.6,9.6,4.0,9.0,5.33,24.55,25.5,7.7,43.0,24.1,24.5,7.7,42.0,3.05,3.0,1.9000000000000001,5.100000000000001,12.2,9.5,4.0,22.1,8.106,7.835,4.0,12.703000000000001
rzsm>0.7_pr>50,ssp245,2048,34,8,28,4,9,7,49,20,10,19,17,13,17,28,43,12,134,26,17,24,33,8,28,4,8,5,49,20,9,19,17,13,17,28,43,12,134,25,17,24,5,2,5,1,1,2,7,3,1,3,2,2,3,5,4,3,6,5,1,3,9,5,8,4,8,3,15,9,9,9,9,8,6,7,15,6,113,8,17,14,6.6,4.0,5.6,4.0,8.0,2.5,7.0,6.67,9.0,6.33,8.5,6.5,5.67,5.6,10.75,4.0,22.33,5.0,17.0,8.0,25.95,18.0,7.9,43.60000000000001,25.65,18.0,7.7,43.60000000000001,3.2,3.0,1.0,5.100000000000001,14.1,8.5,4.9,15.200000000000003,7.652500000000001,6.55,4.0,11.375000000000009
rzsm>0.7_pr>50,ssp245,2049,30,19,31,25,21,11,24,26,38,23,14,26,47,29,10,0,144,28,34,22,29,18,30,25,19,11,23,26,38,23,13,25,47,26,10,0,144,28,34,22,4,4,6,5,3,3,4,2,3,2,2,3,7,7,1,0,4,4,3,2,10,5,7,9,8,4,10,13,21,17,7,11,12,9,10,0,124,10,13,18,7.25,4.5,5.0,5.0,6.33,3.67,5.75,13.0,12.67,11.5,6.5,8.33,6.71,3.71,10.0,0.0,36.0,7.0,11.33,11.0,30.1,25.5,10.9,38.90000000000001,29.55,25.0,10.9,38.90000000000001,3.45,3.0,1.9000000000000001,6.100000000000001,15.9,10.0,4.9,18.300000000000004,8.7625,6.855,3.706,12.703000000000001
rzsm>0.7_pr>50,ssp245,2050,3,45,40,4,21,24,40,29,38,18,17,20,19,26,9,0,101,7,33,35,3,45,40,4,20,24,40,29,38,16,16,18,17,26,9,0,101,7,33,34,1,6,4,1,3,3,4,4,5,4,3,3,4,5,2,0,2,1,4,4,3,13,12,4,7,11,23,13,14,7,7,11,7,11,7,0,95,7,11,21,3.0,7.5,10.0,4.0,6.67,8.0,10.0,7.25,7.6,4.0,5.33,6.0,4.25,5.2,4.5,0.0,50.5,7.0,8.25,8.5,26.45,22.5,3.9000000000000004,40.50000000000001,26.0,22.0,3.9000000000000004,40.50000000000001,3.15,3.5,1.0,5.0,14.2,11.0,3.9000000000000004,21.200000000000003,8.377500000000001,6.835,3.9000000000000004,10.0
rzsm>0.7_pr>50,ssp245,2051,39,23,8,23,16,5,13,9,41,22,6,26,12,18,10,8,106,41,29,20,38,22,7,22,16,5,13,9,41,22,6,26,11,18,9,7,106,40,29,19,6,3,3,2,3,1,3,1,5,3,1,3,2,2,3,2,1,2,5,3,17,9,3,15,8,5,7,9,16,8,6,20,6,12,5,5,106,20,8,8,6.33,7.33,2.33,11.0,5.33,5.0,4.33,9.0,8.2,7.33,6.0,8.67,5.5,9.0,3.0,3.5,106.0,20.0,5.8,6.33,23.75,19.0,7.800000000000001,41.0,23.3,18.5,6.9,40.1,2.7,3.0,1.0,5.0,14.65,8.0,5.0,20.0,11.999,6.33,3.45,11.900000000000013
rzsm>0.7_pr>50,ssp245,2052,10,24,16,38,20,12,33,12,29,33,0,32,31,23,40,26,125,33,23,9,9,24,15,37,18,11,33,12,28,33,0,32,31,22,39,26,125,33,23,9,2,3,4,4,4,2,4,2,4,5,0,2,4,4,5,5,1,3,3,2,7,12,7,11,5,6,18,7,19,11,0,20,15,14,11,8,125,14,13,7,4.5,8.0,3.75,9.25,4.5,5.5,8.25,6.0,7.0,6.6,0.0,16.0,7.75,5.5,7.8,5.2,125.0,11.0,7.67,4.5,28.45,25.0,9.9,38.2,28.0,25.0,9.0,37.2,3.15,3.5,1.9000000000000001,5.0,16.5,11.0,5.9,19.1,12.6885,6.8,4.425,11.500000000000007
rzsm>0.7_pr>50,ssp245,2053,45,22,10,9,7,23,25,3,17,37,14,16,35,30,41,29,25,22,29,21,45,22,10,9,6,23,25,2,17,37,14,16,35,30,41,29,25,22,28,20,5,3,2,1,1,4,4,1,3,4,2,3,4,6,6,5,2,3,4,3,16,18,7,9,6,7,7,2,8,12,9,7,13,7,13,10,18,12,13,10,9.0,7.33,5.0,9.0,6.0,5.75,6.25,2.0,5.67,9.25,7.0,5.33,8.75,5.0,6.83,5.8,12.5,7.33,7.0,6.67,23.0,22.5,8.8,37.400000000000006,22.8,22.5,8.700000000000001,37.400000000000006,3.3,3.0,1.0,5.100000000000001,10.2,9.5,6.9,16.200000000000003,6.872999999999999,6.75,5.0,9.025
rzsm>0.7_pr>50,ssp245,2054,33,5,27,7,7,10,6,0,8,35,41,42,26,21,24,27,116,10,58,20,32,5,27,7,6,10,5,0,8,34,41,42,25,21,23,27,116,9,58,20,4,1,4,1,1,1,1,0,2,3,6,5,3,4,4,3,1,1,4,3,12,5,8,7,6,10,5,0,5,18,16,15,13,7,7,13,116,9,24,8,8.0,5.0,6.75,7.0,6.0,10.0,5.0,0.0,4.0,11.33,6.83,8.4,8.33,5.25,5.75,9.0,116.0,9.0,14.5,6.67,26.15,22.5,5.9,43.60000000000002,25.8,22.0,5.0,43.60000000000002,2.6,3.0,1.0,4.100000000000001,15.2,8.5,5.0,18.60000000000001,12.6405,6.915,4.9,11.647000000000004
rzsm>0.7_pr>50,ssp245,2055,37,29,24,0,13,27,22,23,15,14,18,60,2,8,9,5,161,18,35,14,37,29,23,0,13,27,22,22,15,14,18,60,2,8,9,5,161,18,34,14,5,3,4,0,2,5,3,3,3,2,2,6,1,2,2,1,3,3,4,2,15,11,10,0,9,13,11,10,7,8,10,25,2,6,5,5,111,9,10,10,7.4,9.67,5.75,0.0,6.5,5.4,7.33,7.33,5.0,7.0,9.0,10.0,2.0,4.0,4.5,5.0,53.67,6.0,8.5,7.0,26.7,18.0,4.7,39.30000000000003,26.55,18.0,4.7,39.30000000000003,2.8,3.0,1.0,5.0,14.35,10.0,4.7,16.000000000000014,8.5525,6.75,3.8000000000000003,9.703000000000001
rzsm>0.7_pr>50,ssp245,2056,24,11,13,8,15,31,35,29,13,21,27,23,6,31,0,5,137,0,50,6,24,11,13,7,15,31,35,29,13,21,27,22,6,31,0,5,137,0,50,6,5,3,2,1,2,5,2,3,2,3,3,3,1,4,0,1,2,0,6,1,9,7,8,7,9,12,28,13,8,13,12,12,6,17,0,5,104,0,13,6,4.8,3.67,6.5,7.0,7.5,6.2,17.5,9.67,6.5,7.0,9.0,7.33,6.0,7.75,0.0,5.0,68.5,0.0,8.33,6.0,24.25,18.0,4.500000000000001,36.50000000000002,24.15,18.0,4.500000000000001,36.50000000000002,2.45,2.0,0.9000000000000001,5.0,14.45,9.0,4.500000000000001,18.100000000000016,9.712500000000002,6.75,3.3030000000000004,10.453000000000012
rzsm>0.7_pr>50,ssp245,2057,34,20,14,18,12,27,16,2,10,17,28,7,6,3,9,24,118,22,42,47,33,19,12,18,12,27,15,2,10,17,28,7,3,2,8,24,118,22,42,45,5,3,3,2,2,4,3,1,1,3,6,1,1,1,1,4,2,3,4,5,14,12,7,10,6,12,7,2,10,6,7,7,3,2,8,13,115,12,18,16,6.6,6.33,4.0,9.0,6.0,6.75,5.0,2.0,10.0,5.67,4.67,7.0,3.0,2.0,8.0,6.0,59.0,7.33,10.5,9.0,23.8,17.5,5.7,42.50000000000001,23.2,17.5,2.9000000000000004,42.300000000000004,2.75,3.0,1.0,5.0,14.35,9.0,2.9000000000000004,16.200000000000003,8.8925,6.465,2.9000000000000004,10.05
rzsm>0.7_pr>50,ssp245,2058,19,24,19,0,9,52,59,22,1,24,9,23,16,15,30,37,122,20,34,33,18,24,19,0,8,52,59,22,0,24,6,23,16,15,29,35,122,20,34,32,2,6,3,0,2,6,9,2,0,5,2,3,2,2,4,5,1,2,4,5,11,7,10,0,6,18,11,11,0,6,4,14,12,11,13,16,122,11,13,10,9.0,4.0,6.33,0.0,4.0,8.67,6.56,11.0,0.0,4.8,3.0,7.67,8.0,7.5,7.25,7.0,122.0,10.0,8.5,6.4,28.4,22.5,8.200000000000001,52.70000000000001,27.9,22.5,5.4,52.70000000000001,3.25,2.5,0.9000000000000001,6.0,15.3,11.0,3.6000000000000005,16.200000000000003,12.084,7.125,2.7,10.100000000000001
rzsm>0.7_pr>50,ssp245,2059,7,15,8,18,28,55,17,30,52,10,35,48,8,16,13,35,37,68,51,52,6,15,7,18,27,54,17,28,51,10,35,47,8,15,13,35,37,66,51,52,1,2,1,3,4,7,3,3,7,3,5,5,2,3,2,5,6,6,3,7,6,12,7,9,12,20,10,11,14,5,11,14,5,8,8,9,10,22,42,17,6.0,7.5,7.0,6.0,6.75,7.71,5.67,9.33,7.29,3.33,7.0,9.4,4.0,5.0,6.5,7.0,6.17,11.0,17.0,7.43,30.15,29.0,8.0,52.300000000000004,29.6,27.5,7.9,52.2,3.9,3.0,1.9000000000000001,7.0,12.6,10.5,5.9,20.200000000000003,7.354000000000001,7.0,4.9,9.560000000000002
rzsm>0.7_pr>50,ssp245,2060,49,20,6,2,47,16,0,21,22,24,52,49,36,13,24,2,63,28,31,0,49,20,6,2,47,16,0,21,22,24,52,49,36,13,24,2,63,26,31,0,5,2,1,1,6,2,0,2,3,3,4,7,3,2,7,1,2,5,5,0,23,18,6,2,14,12,0,16,13,10,33,13,16,11,5,2,45,7,9,0,9.8,10.0,6.0,2.0,7.83,8.0,0.0,10.5,7.33,8.0,13.0,7.0,12.0,6.5,3.43,2.0,31.5,5.2,6.2,0.0,25.25,23.0,1.8000000000000003,49.300000000000004,25.15,23.0,1.8000000000000003,49.300000000000004,3.05,2.5,0.9000000000000001,6.100000000000001,12.75,11.5,1.8000000000000003,24.000000000000014,7.8145,7.165,1.8000000000000003,12.100000000000001
rzsm>0.7_pr>50,ssp245,2061,22,14,6,4,12,23,44,30,15,6,25,18,5,17,24,17,61,12,12,15,22,14,6,4,11,23,44,30,13,5,24,18,5,17,24,16,61,12,12,14,3,2,1,1,2,4,7,4,2,1,4,4,1,3,4,3,3,2,2,4,12,8,6,4,7,8,8,9,9,5,8,7,5,7,9,7,33,7,8,6,7.33,7.0,6.0,4.0,5.5,5.75,6.29,7.5,6.5,5.0,6.0,4.5,5.0,5.67,6.0,5.33,20.33,6.0,6.0,3.5,19.1,16.0,5.9,31.40000000000002,18.75,15.0,5.0,31.40000000000002,2.85,3.0,1.0,4.0,8.65,7.5,5.0,9.300000000000004,6.459999999999999,6.0,4.45,7.347
rzsm>0.7_pr>50,ssp245,2062,2,5,9,0,1,32,27,26,8,20,28,44,16,45,12,38,51,8,20,32,2,5,9,0,0,32,27,26,8,20,28,44,16,45,12,38,50,8,20,31,1,1,2,0,0,5,4,3,2,4,5,6,4,5,2,7,3,2,3,5,2,5,6,0,0,15,8,14,5,7,10,14,8,19,7,13,36,4,11,11,2.0,5.0,4.5,0.0,0.0,6.4,6.75,8.67,4.0,5.0,5.6,7.33,4.0,9.0,6.0,5.43,16.67,4.0,6.67,6.2,21.2,20.0,1.9000000000000001,44.1,21.05,20.0,1.8000000000000003,44.1,3.2,3.0,0.9000000000000001,5.100000000000001,9.75,8.0,1.8000000000000003,15.400000000000006,5.6610000000000005,5.515,1.8000000000000003,8.703000000000001
rzsm>0.7_pr>50,ssp245,2063,24,20,13,5,14,12,39,19,8,9,57,38,27,27,41,47,95,15,25,28,23,19,11,5,13,10,39,18,8,9,57,38,26,27,40,47,95,15,25,28,2,3,2,2,2,3,6,2,1,1,6,3,5,4,6,5,4,2,1,6,17,9,7,3,8,5,10,11,8,9,17,19,8,10,11,11,82,9,25,7,11.5,6.33,5.5,2.5,6.5,3.33,6.5,9.0,8.0,9.0,9.5,12.67,5.2,6.75,6.67,9.4,23.75,7.5,25.0,4.67,28.15,24.5,8.9,48.000000000000014,27.65,24.0,8.9,48.000000000000014,3.3,3.0,1.0,6.0,14.3,9.5,6.800000000000001,19.60000000000001,8.9635,7.125,4.5360000000000005,13.778000000000016
rzsm>0.7_pr>50,ssp245,2064,69,8,39,12,25,22,12,17,26,3,42,24,24,21,17,4,118,42,23,40,69,7,38,12,25,22,12,16,26,3,42,24,23,21,17,4,118,42,23,39,6,2,5,2,4,1,3,3,4,1,5,4,2,2,2,1,5,6,2,7,36,5,15,6,12,22,5,9,14,3,14,7,21,14,12,4,91,9,13,9,11.5,3.5,7.6,6.0,6.25,22.0,4.0,5.33,6.5,3.0,8.4,6.0,11.5,10.5,8.5,4.0,23.6,7.0,11.5,5.57,29.4,23.5,7.6000000000000005,44.70000000000004,29.15,23.0,6.7,44.70000000000004,3.35,3.0,1.0,6.0,16.05,12.0,4.9,23.40000000000002,8.6125,6.75,3.95,12.550000000000015
rzsm>0.7_pr>50,ssp245,2065,24,4,25,13,7,42,18,28,12,14,41,4,33,3,28,0,90,33,21,31,23,4,25,13,7,41,18,27,12,14,40,4,32,3,27,0,90,32,20,31,3,1,4,2,2,6,3,5,1,2,4,2,5,1,5,0,2,3,3,3,9,4,9,8,4,17,7,8,12,8,15,2,14,3,10,0,83,20,9,21,7.67,4.0,6.25,6.5,3.5,6.83,6.0,5.4,12.0,7.0,10.0,2.0,6.4,3.0,5.4,0.0,45.0,10.67,6.67,10.33,23.55,22.5,3.9000000000000004,41.1,23.15,21.5,3.9000000000000004,40.1,2.85,3.0,1.0,5.0,13.15,9.0,2.9000000000000004,20.1,8.231,6.45,2.9000000000000004,10.803000000000003
rzsm>0.7_pr>50,ssp245,2066,7,6,33,5,17,5,29,14,24,21,33,31,12,1,31,10,125,7,20,21,6,6,33,5,16,5,29,14,24,20,31,31,12,0,29,10,125,7,19,20,1,1,6,1,2,1,5,1,3,5,5,2,3,0,7,2,3,2,4,3,6,6,8,5,9,5,7,14,16,9,12,16,6,0,10,5,98,5,7,11,6.0,6.0,5.5,5.0,8.0,5.0,5.8,14.0,8.0,4.0,6.2,15.5,4.0,0.0,4.14,5.0,41.67,3.5,4.75,6.67,22.6,18.5,5.0,33.0,22.1,17.5,5.0,31.200000000000003,2.85,2.5,1.0,5.100000000000001,12.75,7.5,5.0,16.0,7.9365,5.65,3.95,14.150000000000002
rzsm>0.7_pr>50,ssp245,2067,25,34,14,31,22,11,30,25,36,43,13,32,47,8,12,25,132,0,23,10,25,34,14,31,22,11,30,25,34,43,12,29,46,8,11,25,132,0,22,8,6,6,3,4,2,2,3,4,4,7,1,4,6,1,2,3,2,0,5,1,7,11,6,9,15,6,25,8,15,8,12,12,11,8,8,11,109,0,7,8,4.17,5.67,4.67,7.75,11.0,5.5,10.0,6.25,8.5,6.14,12.0,7.25,7.67,8.0,5.5,8.33,66.0,0.0,4.4,8.0,28.65,25.0,9.8,43.400000000000006,28.1,25.0,8.0,43.300000000000004,3.3,3.0,1.0,6.0,14.8,8.5,6.0,16.000000000000014,9.84,7.46,4.377000000000001,11.100000000000001
rzsm>0.7_pr>50,ssp245,2068,17,6,15,22,20,15,9,22,7,17,31,20,32,8,1,7,147,19,27,3,16,6,15,21,19,14,9,22,7,17,31,20,32,8,0,7,147,18,27,0,2,1,2,3,3,2,2,4,2,2,5,2,3,1,0,1,4,2,4,0,11,6,11,15,7,8,5,9,4,9,8,12,14,8,0,7,120,11,8,0,8.0,6.0,7.5,7.0,6.33,7.0,4.5,5.5,3.5,8.5,6.2,10.0,10.67,8.0,0.0,7.0,36.75,9.0,6.75,0.0,22.25,17.0,5.7,31.1,21.8,16.5,5.4,31.1,2.25,2.0,0.9000000000000001,4.0,13.65,8.0,3.6000000000000005,14.100000000000001,7.909999999999999,7.0,3.1500000000000004,10.067
rzsm>0.7_pr>50,ssp245,2069,56,12,8,5,0,58,30,26,21,24,14,7,4,8,10,18,138,19,30,24,56,12,8,5,0,57,30,26,21,23,13,7,4,8,9,17,138,19,30,24,5,2,2,1,0,7,4,4,3,4,2,2,1,1,2,3,3,2,4,3,26,10,6,5,0,12,10,9,10,7,7,5,4,8,5,6,109,15,13,17,11.2,6.0,4.0,5.0,0.0,8.14,7.5,6.5,7.0,5.75,6.5,3.5,4.0,8.0,4.5,5.67,46.0,9.5,7.5,8.0,25.6,18.5,4.9,56.2,25.35,18.0,4.9,56.1,2.75,2.5,1.0,4.100000000000001,14.2,8.5,4.9,17.900000000000013,8.213,6.5,3.95,9.670000000000002
rzsm>0.7_pr>50,ssp245,2070,19,55,19,8,17,39,43,25,12,0,22,30,8,3,38,3,133,32,59,63,19,55,19,8,16,39,43,25,11,0,22,30,8,3,38,3,133,30,58,63,4,6,4,2,3,5,3,4,1,0,5,3,1,1,5,1,2,4,6,7,9,17,7,5,7,11,29,10,11,0,9,13,8,3,18,3,127,11,18,18,4.75,9.17,4.75,4.0,5.33,7.8,14.33,6.25,11.0,0.0,4.4,10.0,8.0,3.0,7.6,3.0,66.5,7.5,9.67,9.0,31.4,23.5,3.0,59.400000000000006,31.15,23.5,3.0,58.50000000000001,3.35,3.5,1.0,6.0,16.7,10.5,3.0,19.100000000000016,9.802499999999998,7.55,3.0,11.333000000000006
rzsm>0.7_pr>50,ssp245,2071,6,9,31,13,26,43,37,6,11,6,8,26,18,43,20,27,93,25,30,4,5,9,30,13,24,42,37,6,11,6,8,24,17,43,18,27,92,25,30,3,1,2,3,2,5,7,4,1,1,1,1,3,2,6,3,5,1,3,2,1,5,6,14,7,8,10,17,6,11,6,8,10,13,13,7,7,92,14,21,3,5.0,4.5,10.0,6.5,4.8,6.0,9.25,6.0,11.0,6.0,8.0,8.0,8.5,7.17,6.0,5.4,92.0,8.33,15.0,3.0,24.1,22.5,6.0,43.0,23.5,21.0,5.9,42.1,2.7,2.0,1.0,5.100000000000001,13.9,9.0,5.9,17.400000000000006,11.5225,6.835,4.77,11.400000000000006
rzsm>0.7_pr>50,ssp245,2072,38,18,19,15,35,28,24,13,38,15,50,50,24,32,19,52,173,16,43,23,38,18,19,15,35,28,24,12,37,15,50,49,23,31,19,51,173,13,43,23,3,3,3,2,4,4,3,3,4,4,6,5,4,5,3,6,3,2,4,3,19,7,10,12,13,13,9,5,16,6,17,22,9,13,8,22,139,10,17,10,12.67,6.0,6.33,7.5,8.75,7.0,8.0,4.0,9.25,3.75,8.33,9.8,5.75,6.2,6.33,8.5,57.67,6.5,10.75,7.67,36.25,26.0,15.0,50.2,35.8,26.0,14.8,50.1,3.7,3.5,2.9000000000000004,5.100000000000001,18.85,12.5,6.9,22.0,10.037499999999998,7.585,5.575,10.942000000000002
rzsm>0.7_pr>50,ssp245,2073,29,7,6,17,25,43,0,28,32,40,24,65,2,20,21,43,155,27,51,48,29,7,6,16,25,43,0,28,31,40,24,64,2,19,19,43,155,27,51,47,5,1,1,3,4,7,0,4,4,6,3,7,1,2,4,4,2,4,5,5,7,7,6,7,12,8,0,9,21,8,13,23,2,12,10,16,130,7,27,15,5.8,7.0,6.0,5.33,6.25,6.14,0.0,7.0,7.75,6.67,8.0,9.14,2.0,9.5,4.75,10.75,77.5,6.75,10.2,9.4,34.15,27.5,5.6000000000000005,52.40000000000002,33.8,27.5,5.6000000000000005,52.30000000000002,3.6,4.0,1.0,6.100000000000001,17.0,9.5,5.6000000000000005,23.400000000000006,10.296499999999998,6.875,4.4750000000000005,10.255
