threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.8_pr>50,ssp245,2080,8,0,6,5,0,20,5,36,0,1,96,0,16,27,40,5,223,52,0,0,7,0,6,5,0,18,5,35,0,0,95,0,16,25,40,5,222,52,0,0,1,0,1,1,0,3,1,5,0,0,13,0,3,5,5,1,4,6,0,0,7,0,6,5,0,9,5,16,0,0,12,0,7,6,15,5,174,14,0,0,7.0,0.0,6.0,5.0,0.0,6.0,5.0,7.0,0.0,0.0,7.31,0.0,5.33,5.0,8.0,5.0,55.5,8.67,0.0,0.0,27.0,5.5,0.0,56.40000000000006,26.55,5.5,0.0,56.30000000000006,2.45,1.0,0.0,5.100000000000001,14.05,5.5,0.0,15.100000000000001,6.5405,5.0,0.0,8.067
rzsm>0.8_pr>50,ssp245,2081,7,19,30,0,0,16,11,31,89,0,18,0,0,2,84,62,0,7,0,26,7,19,30,0,0,16,11,30,89,0,18,0,0,2,84,62,0,7,0,26,1,2,4,0,0,3,3,5,10,0,2,0,0,1,11,8,0,2,0,4,7,16,17,0,0,6,5,7,18,0,15,0,0,2,18,16,0,5,0,8,7.0,9.5,7.5,0.0,0.0,5.33,3.67,6.0,8.9,0.0,9.0,0.0,0.0,2.0,7.64,7.75,0.0,3.5,0.0,6.5,20.1,9.0,0.0,64.20000000000003,20.05,9.0,0.0,64.20000000000003,2.8,2.0,0.0,8.200000000000003,7.0,5.5,0.0,17.1,4.214499999999999,4.5,0.0,8.91
rzsm>0.8_pr>50,ssp245,2082,49,64,41,23,11,17,0,0,49,52,13,0,43,8,20,20,0,3,7,40,47,64,39,23,11,17,0,0,48,51,13,0,43,7,19,20,0,3,7,39,9,10,5,5,1,3,0,0,7,8,2,0,5,1,4,3,0,1,1,9,10,10,15,6,11,8,0,0,12,18,8,0,21,7,7,7,0,3,7,7,5.22,6.4,7.8,4.6,11.0,5.67,0.0,0.0,6.86,6.38,6.5,0.0,8.6,7.0,4.75,6.67,0.0,3.0,7.0,4.33,23.0,18.5,0.0,49.300000000000004,22.55,18.0,0.0,48.300000000000004,3.7,3.0,0.0,9.0,7.85,7.0,0.0,15.300000000000004,5.089,6.025,0.0,7.880000000000001
rzsm>0.8_pr>50,ssp245,2083,12,28,51,5,0,25,31,16,44,9,8,0,33,48,31,44,0,47,17,32,11,28,49,5,0,25,31,16,44,9,7,0,33,47,31,43,0,47,17,32,2,5,8,1,0,4,5,3,6,2,1,0,6,5,7,7,0,6,2,4,7,7,8,5,0,9,8,10,15,5,7,0,9,17,7,12,0,12,10,16,5.5,5.6,6.12,5.0,0.0,6.25,6.2,5.33,7.33,4.5,7.0,0.0,5.5,9.4,4.43,6.14,0.0,7.83,8.5,8.0,24.05,26.5,0.0,47.1,23.75,26.5,0.0,47.0,3.7,4.0,0.0,7.0,8.2,8.0,0.0,15.100000000000001,5.4315,5.859999999999999,0.0,8.05
rzsm>0.8_pr>50,ssp245,2084,5,7,28,17,0,29,57,58,38,0,40,0,33,54,2,45,90,0,0,39,5,7,28,16,0,29,57,58,38,0,40,0,32,54,2,45,90,0,0,39,1,1,5,3,0,5,5,7,5,0,3,0,5,6,1,8,2,0,0,6,5,7,8,7,0,9,25,20,22,0,23,0,9,17,2,10,86,0,0,12,5.0,7.0,5.6,5.33,0.0,5.8,11.4,8.29,7.6,0.0,13.33,0.0,6.4,9.0,2.0,5.62,45.0,0.0,0.0,6.5,27.1,28.5,0.0,57.1,27.0,28.5,0.0,57.1,3.15,3.0,0.0,6.100000000000001,13.1,8.5,0.0,23.200000000000003,7.1935,5.71,0.0,11.593000000000004
rzsm>0.8_pr>50,ssp245,2085,1,34,9,36,33,18,42,10,68,31,32,0,13,36,0,50,75,0,27,27,0,33,9,36,33,18,42,8,65,31,32,0,13,36,0,49,75,0,27,26,0,5,1,7,7,4,5,2,7,4,3,0,3,6,0,7,3,0,3,5,0,9,9,8,7,7,12,5,27,15,24,0,5,14,0,12,63,0,14,8,0.0,6.6,9.0,5.14,4.71,4.5,8.4,4.0,9.29,7.75,10.67,0.0,4.33,6.0,0.0,7.0,25.0,0.0,9.0,5.2,27.1,29.0,0.0,51.800000000000026,26.65,29.0,0.0,50.60000000000002,3.6,3.5,0.0,7.0,11.95,8.5,0.0,24.300000000000004,6.3295,5.6,0.0,9.428
rzsm>0.8_pr>50,ssp245,2086,12,33,0,7,1,0,62,13,20,69,47,27,18,32,15,12,0,0,33,36,12,32,0,7,0,0,62,12,19,67,46,27,18,30,15,12,0,0,33,35,2,5,0,1,0,0,9,3,2,11,11,4,4,5,2,2,0,0,5,5,7,12,0,7,0,0,11,6,11,15,7,9,6,8,10,7,0,0,10,12,6.0,6.4,0.0,7.0,0.0,0.0,6.89,4.0,9.5,6.09,4.18,6.75,4.5,6.0,7.5,6.0,0.0,0.0,6.6,7.0,21.85,16.5,0.0,48.50000000000002,21.35,16.5,0.0,47.60000000000002,3.55,2.5,0.0,9.200000000000003,6.9,7.0,0.0,12.0,4.7204999999999995,6.0,0.0,7.050000000000001
rzsm>0.8_pr>50,ssp245,2087,14,21,31,24,1,0,0,32,10,0,11,1,22,44,55,0,0,5,4,0,14,21,30,24,0,0,0,32,10,0,11,0,21,43,55,0,0,5,3,0,2,5,5,4,0,0,0,5,2,0,2,0,4,7,7,0,0,2,1,0,9,7,8,9,0,0,0,8,6,0,6,0,6,9,13,0,0,3,3,0,7.0,4.2,6.0,6.0,0.0,0.0,0.0,6.4,5.0,0.0,5.5,0.0,5.25,6.14,7.86,0.0,0.0,2.5,3.0,0.0,13.75,7.5,0.0,33.20000000000002,13.45,7.5,0.0,33.100000000000016,2.3,2.0,0.0,5.200000000000003,4.35,4.5,0.0,9.0,3.2424999999999997,3.6,0.0,6.460000000000001
rzsm>0.8_pr>50,ssp245,2088,18,72,11,6,16,0,21,27,54,1,6,36,10,66,66,6,52,12,2,6,17,71,11,6,16,0,21,27,54,0,6,35,10,65,65,6,52,12,2,6,3,6,2,1,3,0,4,4,8,0,1,5,2,10,10,1,4,2,1,1,6,24,7,6,7,0,8,11,13,0,6,10,6,11,13,6,27,7,2,6,5.67,11.83,5.5,6.0,5.33,0.0,5.25,6.75,6.75,0.0,6.0,7.0,5.0,6.5,6.5,6.0,13.0,6.0,2.0,6.0,24.4,14.0,1.9000000000000001,66.0,24.1,14.0,1.8000000000000003,65.0,3.4,2.5,0.9000000000000001,8.200000000000003,8.8,7.0,1.8000000000000003,14.100000000000016,5.854,6.0,1.8000000000000003,7.483000000000007
rzsm>0.8_pr>50,ssp245,2089,33,22,64,0,0,0,5,32,88,94,15,26,39,0,36,6,59,15,0,0,32,21,63,0,0,0,5,31,88,93,14,25,37,0,36,6,59,15,0,0,6,5,8,0,0,0,1,7,8,9,2,3,5,0,5,1,4,4,0,0,9,6,12,0,0,0,5,7,25,28,7,12,12,0,13,6,28,6,0,0,5.33,4.2,7.88,0.0,0.0,0.0,5.0,4.43,11.0,10.33,7.0,8.33,7.4,0.0,7.2,6.0,14.75,3.75,0.0,0.0,26.7,18.5,0.0,66.40000000000003,26.25,18.0,0.0,65.50000000000003,3.4,3.5,0.0,8.0,8.8,6.5,0.0,25.300000000000004,5.130000000000001,5.165,0.0,10.397
rzsm>0.8_pr>50,ssp245,2090,43,6,41,18,0,23,27,79,26,12,18,27,30,7,38,0,18,0,14,58,43,5,41,17,0,23,26,78,24,11,18,26,30,7,37,0,18,0,13,58,5,1,8,3,0,2,7,9,4,3,4,5,6,1,6,0,3,0,2,7,20,5,8,10,0,21,6,20,10,6,6,6,7,7,9,0,10,0,10,15,8.6,5.0,5.12,5.67,0.0,11.5,3.71,8.67,6.0,3.67,4.5,5.2,5.0,7.0,6.17,0.0,6.0,0.0,6.5,8.29,24.25,20.5,0.0,44.50000000000002,23.75,20.5,0.0,44.50000000000002,3.8,3.5,0.0,7.100000000000001,8.8,7.5,0.0,20.0,5.33,5.4350000000000005,0.0,8.607
rzsm>0.8_pr>50,ssp245,2091,0,0,0,2,4,46,27,16,38,68,9,6,22,3,8,0,119,18,23,8,0,0,0,2,3,46,26,14,37,66,8,6,22,3,8,0,119,18,23,8,0,0,0,1,1,9,5,2,3,7,2,1,3,1,2,0,2,5,4,2,0,0,0,2,3,13,11,7,17,20,5,6,8,3,5,0,98,6,9,5,0.0,0.0,0.0,2.0,3.0,5.11,5.2,7.0,12.33,9.43,4.0,6.0,7.33,3.0,4.0,0.0,59.5,3.6,5.75,4.0,20.85,8.5,0.0,48.20000000000003,20.45,8.0,0.0,48.00000000000003,2.5,2.0,0.0,5.200000000000003,10.9,5.5,0.0,17.300000000000004,7.0625,4.0,0.0,9.720000000000004
rzsm>0.8_pr>50,ssp245,2092,16,9,8,24,0,0,21,49,74,73,67,0,27,27,0,35,257,29,29,71,15,8,7,24,0,0,20,49,74,73,67,0,27,27,0,34,257,28,28,71,3,2,1,3,0,0,1,7,8,10,8,0,6,3,0,5,5,3,4,7,8,5,7,12,0,0,20,15,27,13,18,0,7,11,0,12,101,11,8,23,5.0,4.0,7.0,8.0,0.0,0.0,20.0,7.0,9.25,7.3,8.38,0.0,4.5,9.0,0.0,6.8,51.4,9.33,7.0,10.14,40.8,27.0,0.0,73.1,40.45,27.0,0.0,73.1,3.8,3.0,0.0,8.0,14.9,11.0,0.0,23.400000000000006,8.705000000000002,7.0,0.0,11.126000000000015
rzsm>0.8_pr>50,ssp245,2093,62,18,49,21,12,1,88,51,11,5,45,6,22,26,0,59,47,33,43,7,62,18,49,21,12,0,85,51,11,5,44,5,22,26,0,58,47,32,43,7,9,2,6,3,2,0,11,4,1,1,7,1,5,5,0,10,4,6,5,1,14,12,13,9,6,0,16,26,11,5,9,5,6,8,0,13,17,9,13,7,6.89,9.0,8.17,7.0,6.0,0.0,7.73,12.75,11.0,5.0,6.29,5.0,4.4,5.2,0.0,5.8,11.75,5.33,8.6,7.0,30.3,24.0,4.6000000000000005,59.300000000000004,29.9,24.0,4.500000000000001,58.400000000000006,4.15,4.0,0.9000000000000001,9.100000000000001,9.95,9.0,4.500000000000001,16.1,6.645500000000001,6.59,3.960000000000001,11.075000000000001
rzsm>0.8_pr>50,ssp245,2094,14,15,0,16,0,21,23,44,51,23,17,0,28,0,10,37,0,0,22,0,14,15,0,16,0,21,22,44,51,23,17,0,28,0,10,37,0,0,22,0,2,2,0,4,0,2,2,7,5,5,3,0,4,0,3,5,0,0,4,0,9,8,0,5,0,15,17,12,22,6,6,0,10,0,5,14,0,0,8,0,7.0,7.5,0.0,4.0,0.0,10.5,11.0,6.29,10.2,4.6,5.67,0.0,7.0,0.0,3.33,7.4,0.0,0.0,5.5,0.0,16.05,15.5,0.0,37.70000000000001,16.0,15.5,0.0,37.70000000000001,2.4,2.0,0.0,5.0,6.85,6.0,0.0,15.200000000000003,4.499499999999999,5.05,0.0,10.23
rzsm>0.8_pr>50,ssp245,2095,6,8,0,6,0,5,22,0,11,22,34,25,102,34,6,10,0,0,16,0,6,8,0,6,0,5,22,0,11,22,34,24,102,34,6,10,0,0,16,0,1,3,0,1,0,1,6,0,1,2,7,5,6,5,2,1,0,0,3,0,6,4,0,6,0,5,6,0,11,14,10,8,45,11,4,10,0,0,8,0,6.0,2.67,0.0,6.0,0.0,5.0,3.67,0.0,11.0,11.0,4.86,4.8,17.0,6.8,3.0,10.0,0.0,0.0,5.33,0.0,15.35,7.0,0.0,34.0,15.3,7.0,0.0,34.0,2.2,1.0,0.0,6.0,7.4,6.0,0.0,11.300000000000004,4.8565,4.83,0.0,11.0
rzsm>0.8_pr>50,ssp245,2096,21,0,6,15,4,0,7,45,10,5,29,36,60,19,19,3,0,32,15,16,21,0,6,15,4,0,6,45,10,5,28,35,60,17,19,3,0,32,15,16,3,0,1,3,1,0,1,6,2,1,3,5,8,3,2,1,0,4,3,4,10,0,6,7,4,0,6,15,8,5,13,13,16,8,13,3,0,13,6,6,7.0,0.0,6.0,5.0,4.0,0.0,6.0,7.5,5.0,5.0,9.33,7.0,7.5,5.67,9.5,3.0,0.0,8.0,5.0,4.0,17.1,15.0,0.0,36.90000000000001,16.85,15.0,0.0,36.000000000000014,2.55,2.5,0.0,5.100000000000001,7.6,6.5,0.0,13.200000000000003,5.225,5.335,0.0,8.133000000000003
rzsm>0.8_pr>50,ssp245,2097,44,16,0,24,0,0,27,33,9,34,71,0,82,0,11,5,11,0,0,12,43,16,0,23,0,0,27,33,9,33,71,0,82,0,11,4,11,0,0,11,6,3,0,5,0,0,2,3,2,3,8,0,11,0,2,1,1,0,0,2,14,6,0,7,0,0,19,14,6,16,18,0,16,0,9,4,11,0,0,6,7.17,5.33,0.0,4.6,0.0,0.0,13.5,11.0,4.5,11.0,8.88,0.0,7.45,0.0,5.5,4.0,11.0,0.0,0.0,5.5,18.95,11.0,0.0,46.70000000000004,18.7,11.0,0.0,45.80000000000004,2.45,2.0,0.0,6.200000000000003,7.3,6.0,0.0,16.200000000000003,4.971500000000001,4.965,0.0,11.0
rzsm>0.8_pr>50,ssp245,2098,28,0,23,16,0,8,6,35,32,16,26,10,10,39,43,41,10,0,0,22,28,0,23,16,0,8,5,34,32,16,26,10,9,37,43,41,9,0,0,22,5,0,3,3,0,2,1,5,5,3,4,2,2,6,5,7,1,0,0,2,10,0,11,8,0,4,5,9,9,9,9,5,7,10,14,12,9,0,0,15,5.6,0.0,7.67,5.33,0.0,4.0,5.0,6.8,6.4,5.33,6.5,5.0,4.5,6.17,8.6,5.86,9.0,0.0,0.0,11.0,18.25,16.0,0.0,39.2,17.95,16.0,0.0,37.400000000000006,2.8,2.5,0.0,5.100000000000001,7.3,9.0,0.0,12.200000000000003,5.138,5.465,0.0,8.64
rzsm>0.8_pr>50,ssp245,2099,33,9,40,14,7,8,0,9,50,32,18,7,5,74,5,0,39,4,16,0,33,8,40,14,7,7,0,9,50,32,18,7,5,74,5,0,39,4,16,0,4,2,5,3,2,1,0,1,5,3,4,2,1,9,1,0,2,1,2,0,12,6,11,7,4,7,0,9,22,20,9,4,5,19,5,0,33,4,11,0,8.25,4.0,8.0,4.67,3.5,7.0,0.0,9.0,10.0,10.67,4.5,3.5,5.0,8.22,5.0,0.0,19.5,4.0,8.0,0.0,18.5,9.0,0.0,41.000000000000014,18.4,8.5,0.0,41.000000000000014,2.4,2.0,0.0,5.0,9.4,7.0,0.0,20.200000000000003,6.1405,5.0,0.0,10.067
rzsm>0.8_pr>80,ssp245,2015,0,11,0,14,6,0,0,9,0,0,9,20,21,28,1,15,61,0,0,13,0,11,0,14,6,0,0,9,0,0,9,18,20,28,0,14,61,0,0,13,0,2,0,2,1,0,0,2,0,0,2,4,4,7,0,2,5,0,0,2,0,7,0,9,6,0,0,7,0,0,6,6,6,8,0,8,32,0,0,9,0.0,5.5,0.0,7.0,6.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,5.0,4.0,0.0,7.0,12.2,0.0,0.0,6.5,10.4,7.5,0.0,21.70000000000001,10.15,7.5,0.0,20.80000000000001,1.65,1.5,0.0,4.100000000000001,5.2,6.0,0.0,9.0,3.335,4.25,0.0,7.0
rzsm>0.8_pr>80,ssp245,2016,18,3,4,1,0,6,12,7,5,13,11,11,13,35,10,20,28,11,17,6,16,2,4,0,0,6,12,6,5,13,11,10,11,33,10,20,28,11,17,6,3,1,1,0,0,1,3,1,1,2,2,2,2,6,2,5,5,2,3,1,9,2,4,0,0,6,6,6,5,11,7,5,8,16,6,7,9,7,8,6,5.33,2.0,4.0,0.0,0.0,6.0,4.0,6.0,5.0,6.5,5.5,5.0,5.5,5.5,5.0,4.0,5.6,5.5,5.67,6.0,11.55,11.0,2.8000000000000003,20.80000000000001,11.05,10.5,1.8000000000000003,20.80000000000001,2.15,2.0,0.9000000000000001,5.0,6.4,6.0,1.8000000000000003,9.200000000000003,4.6049999999999995,5.415,1.8000000000000003,6.0
rzsm>0.8_pr>80,ssp245,2017,5,4,5,1,2,0,15,1,0,8,16,0,8,5,12,3,0,20,10,12,3,4,5,0,2,0,15,0,0,8,15,0,7,4,12,2,0,18,10,11,1,1,1,0,1,0,4,0,0,2,3,0,2,1,2,1,0,2,3,3,3,4,5,0,2,0,5,0,0,5,7,0,5,4,7,2,0,14,5,5,3.0,4.0,5.0,0.0,2.0,0.0,3.75,0.0,0.0,4.0,5.0,0.0,3.5,4.0,6.0,2.0,0.0,9.0,3.33,3.67,6.35,5.0,0.0,15.100000000000001,5.8,4.0,0.0,15.0,1.35,1.0,0.0,3.0,3.65,4.0,0.0,7.0,2.9125,3.415,0.0,5.100000000000001
rzsm>0.8_pr>80,ssp245,2018,16,13,0,2,3,4,0,5,0,0,0,4,10,7,9,21,2,22,7,5,15,12,0,2,3,4,0,5,0,0,0,4,10,3,9,21,2,22,7,5,3,2,0,1,1,1,0,1,0,0,0,1,2,1,2,5,1,3,2,1,6,7,0,2,3,4,0,5,0,0,0,4,6,3,5,7,2,11,4,5,5.0,6.0,0.0,2.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,5.0,3.0,4.5,4.2,2.0,7.33,3.5,5.0,6.5,4.5,0.0,16.500000000000007,6.2,4.0,0.0,15.600000000000009,1.35,1.0,0.0,3.0,3.7,4.0,0.0,7.0,3.1765,3.75,0.0,5.100000000000001
rzsm>0.8_pr>80,ssp245,2019,12,20,0,15,6,16,0,17,22,0,12,0,0,0,5,0,75,22,6,14,12,20,0,15,6,15,0,16,21,0,12,0,0,0,5,0,75,21,5,14,3,4,0,3,1,3,0,2,6,0,2,0,0,0,1,0,6,3,1,3,5,8,0,6,6,7,0,12,5,0,7,0,0,0,5,0,38,16,5,8,4.0,5.0,0.0,5.0,6.0,5.0,0.0,8.0,3.5,0.0,6.0,0.0,0.0,0.0,5.0,0.0,12.5,7.0,5.0,4.67,12.1,9.0,0.0,22.0,11.85,9.0,0.0,21.0,1.9,1.5,0.0,4.200000000000003,6.4,5.0,0.0,12.400000000000006,3.8335,4.835,0.0,7.100000000000001
rzsm>0.8_pr>80,ssp245,2020,22,12,0,29,0,3,0,26,9,5,0,0,17,20,43,0,14,7,18,6,22,10,0,29,0,3,0,26,9,5,0,0,17,18,43,0,14,6,17,6,3,2,0,6,0,1,0,6,2,1,0,0,5,2,5,0,3,2,2,1,9,7,0,10,0,3,0,6,5,5,0,0,5,13,22,0,6,4,14,6,7.33,5.0,0.0,4.83,0.0,3.0,0.0,4.33,4.5,5.0,0.0,0.0,3.4,9.0,8.6,0.0,4.67,3.0,8.5,6.0,11.55,8.0,0.0,26.300000000000004,11.25,7.5,0.0,26.300000000000004,2.05,2.0,0.0,5.100000000000001,5.75,5.0,0.0,13.100000000000001,3.8579999999999997,4.415,0.0,8.51
rzsm>0.8_pr>80,ssp245,2021,9,9,24,27,0,0,0,12,0,27,6,0,38,19,3,29,0,12,9,16,9,9,24,26,0,0,0,12,0,27,6,0,36,18,3,29,0,12,9,16,3,2,3,5,0,0,0,3,0,4,1,0,6,2,1,7,0,3,2,4,4,6,12,9,0,0,0,7,0,9,6,0,7,11,3,7,0,5,7,6,3.0,4.5,8.0,5.2,0.0,0.0,0.0,4.0,0.0,6.75,6.0,0.0,6.0,9.0,3.0,4.14,0.0,4.0,4.5,4.0,12.0,9.0,0.0,27.200000000000003,11.8,9.0,0.0,27.200000000000003,2.3,2.0,0.0,5.100000000000001,4.95,6.0,0.0,9.200000000000003,3.6045000000000003,4.0,0.0,6.875000000000002
rzsm>0.8_pr>80,ssp245,2022,20,5,0,7,1,5,11,1,0,4,4,10,31,37,15,34,82,6,2,0,19,5,0,7,0,5,11,0,0,4,4,9,31,36,14,34,82,6,2,0,4,1,0,2,0,1,2,0,0,1,1,2,4,9,3,6,5,1,1,0,6,5,0,4,0,5,8,0,0,4,4,5,12,6,7,7,57,6,2,0,4.75,5.0,0.0,3.5,0.0,5.0,5.5,0.0,0.0,4.0,4.0,4.5,7.75,4.0,4.67,5.67,16.4,6.0,2.0,0.0,13.75,5.5,0.0,34.300000000000004,13.45,5.5,0.0,34.2,2.15,1.0,0.0,5.100000000000001,6.9,5.0,0.0,8.400000000000006,4.1370000000000005,4.25,0.0,6.1750000000000025
rzsm>0.8_pr>80,ssp245,2023,22,17,0,6,0,20,0,9,0,11,0,5,29,16,0,30,69,6,6,37,22,17,0,4,0,19,0,9,0,11,0,5,29,16,0,30,68,6,5,37,4,3,0,1,0,4,0,2,0,3,0,1,6,3,0,5,6,1,1,7,6,7,0,4,0,6,0,5,0,5,0,5,7,7,0,9,32,6,5,9,5.5,5.67,0.0,4.0,0.0,4.75,0.0,4.5,0.0,3.67,0.0,5.0,4.83,5.33,0.0,6.0,11.33,6.0,5.0,5.29,14.15,7.5,0.0,30.70000000000001,13.9,7.5,0.0,30.70000000000001,2.35,1.5,0.0,6.0,5.65,5.0,0.0,9.0,3.8435,4.79,0.0,6.0
rzsm>0.8_pr>80,ssp245,2024,20,10,6,0,5,29,0,18,0,0,0,24,25,0,18,9,12,0,5,17,19,10,6,0,5,27,0,18,0,0,0,22,25,0,17,9,12,0,5,16,4,2,2,0,1,3,0,3,0,0,0,6,4,0,3,2,2,0,2,5,10,6,4,0,5,15,0,7,0,0,0,6,10,0,8,5,7,0,3,5,4.75,5.0,3.0,0.0,5.0,9.0,0.0,6.0,0.0,0.0,0.0,3.67,6.25,0.0,5.67,4.5,6.0,0.0,2.5,3.2,9.9,7.5,0.0,24.1,9.55,7.5,0.0,22.300000000000004,1.95,2.0,0.0,4.100000000000001,4.55,5.0,0.0,10.0,3.2270000000000003,3.435,0.0,6.025
rzsm>0.8_pr>80,ssp245,2025,16,0,0,0,20,14,17,0,0,55,3,20,31,5,14,4,98,0,0,0,16,0,0,0,20,14,17,0,0,54,2,20,31,5,14,4,98,0,0,0,3,0,0,0,4,3,4,0,0,6,1,2,4,1,3,1,3,0,0,0,7,0,0,0,8,7,6,0,0,27,2,12,15,5,5,4,44,0,0,0,5.33,0.0,0.0,0.0,5.0,4.67,4.25,0.0,0.0,9.0,2.0,10.0,7.75,5.0,4.67,4.0,32.67,0.0,0.0,0.0,14.85,4.5,0.0,33.400000000000034,14.75,4.5,0.0,33.30000000000003,1.75,1.0,0.0,4.0,7.1,4.5,0.0,16.200000000000017,4.7170000000000005,4.125,0.0,9.100000000000001
rzsm>0.8_pr>80,ssp245,2026,14,5,8,0,5,22,22,19,0,0,9,2,0,0,0,0,82,10,0,0,14,5,8,0,5,21,22,19,0,0,9,2,0,0,0,0,81,10,0,0,3,1,2,0,1,5,4,3,0,0,2,1,0,0,0,0,8,2,0,0,7,5,6,0,5,6,7,9,0,0,5,2,0,0,0,0,26,8,0,0,4.67,5.0,4.0,0.0,5.0,4.2,5.5,6.33,0.0,0.0,4.5,2.0,0.0,0.0,0.0,0.0,10.12,5.0,0.0,0.0,9.9,3.5,0.0,22.0,9.8,3.5,0.0,21.1,1.6,1.0,0.0,4.100000000000001,4.3,3.5,0.0,8.100000000000001,2.816,3.0,0.0,5.583000000000001
